a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
0.72804,0.59202,0.41230,0.28825,1.40664,0.52730,-0.43979,0.81462,0.11500,0.19341,0.66360,0.01322
0.85877,0.71337,0.14855,0.18388,4.60775,0.33326,-0.67489,3.89438,0.18471,0.45547,15.16618,0.03412
1.26413,1.99505,0.42559,0.10474,20.97844,0.75347,-1.15940,18.98340,0.32788,1.34420,360.36945,0.10751
1.13913,0.69607,0.45464,0.27020,3.13578,0.70585,-0.86892,2.43972,0.25121,0.75503,5.95222,0.06311
1.74131,1.60042,0.40772,0.19433,71.09221,0.82328,-1.54697,69.49179,0.41556,2.39313,4829.10903,0.17269
0.88972,1.64043,0.15484,0.13400,10.34548,0.27798,-0.75572,8.70505,0.12314,0.57111,75.77789,0.01516
1.18157,1.76654,0.13923,0.12486,17.59787,0.36913,-1.05671,15.83134,0.22990,1.11663,250.63119,0.05285
1.21403,1.06383,0.25779,0.27465,5.04747,0.58926,-0.93938,3.98364,0.33147,0.88243,15.86938,0.10987
1.68036,0.97311,0.37525,0.31870,6.89436,1.03607,-1.36166,5.92125,0.66082,1.85411,35.06119,0.43668
1.85264,1.19222,0.35488,0.45021,4.88044,0.98247,-1.40243,3.68822,0.62759,1.96682,13.60300,0.39387
0.59998,1.27761,0.16007,0.21193,1.91316,0.27901,-0.38804,0.63554,0.11894,0.15058,0.40392,0.01415
0.62719,1.57449,0.12883,0.07742,28.37922,0.20023,-0.54976,26.80473,0.07140,0.30224,718.49370,0.00510
1.02455,1.66198,0.36455,0.24841,55.61629,0.63791,-0.77615,53.95431,0.27336,0.60240,2911.06768,0.07473
0.53142,0.62326,0.48714,0.11371,7.45166,0.56500,-0.41771,6.82840,0.07786,0.17448,46.62708,0.00606
0.80853,0.68208,0.34601,0.00000,0.00000,0.52409,-0.80853,-0.68208,0.17808,0.65372,0.46523,0.03171
1.95273,1.69807,0.21713,0.55922,2.47897,0.85684,-1.39351,0.78090,0.63971,1.94188,0.60980,0.40923
1.71765,1.48472,0.15124,0.25942,53.25531,0.52230,-1.45823,51.77059,0.37106,2.12645,2680.19448,0.13769
1.41941,1.91461,0.19628,0.28894,47.81426,0.53385,-1.13047,45.89965,0.33758,1.27796,2106.77795,0.11396
0.92886,1.72392,0.44455,0.22379,3.78612,0.60430,-0.70507,2.06220,0.15975,0.49712,4.25266,0.02552
1.19081,1.76300,0.39140,0.22967,6.03610,0.57781,-0.96114,4.27310,0.18641,0.92380,18.25940,0.03475
1.97700,1.90608,0.11727,0.35840,38.54743,0.65022,-1.61860,36.64135,0.53295,2.61987,1342.58858,0.28404
0.82027,1.25878,0.43628,0.23586,3.59236,0.66815,-0.58441,2.33358,0.23187,0.34153,5.44561,0.05377
0.94632,1.34753,0.37555,0.54338,0.74619,0.56467,-0.40294,-0.60135,0.18911,0.16236,0.36162,0.03576
1.19234,0.51400,0.19867,0.74221,0.54629,0.52142,-0.45013,0.03230,0.32275,0.20261,0.00104,0.10417
1.33263,1.59961,0.34639,0.27003,51.16365,0.76652,-1.06260,49.56404,0.42013,1.12912,2456.59390,0.17651
0.50784,1.64149,0.11412,0.10786,3.75923,0.14967,-0.39999,2.11774,0.03555,0.15999,4.48484,0.00126
0.95841,1.81498,0.49853,0.10328,21.27428,0.76045,-0.85513,19.45930,0.26192,0.73124,378.66432,0.06860
1.38957,1.08729,0.26505,0.28072,4.93835,0.77439,-1.10885,3.85106,0.50934,1.22954,14.83066,0.25943
1.38230,1.22146,0.35693,0.58777,23.50481,0.88193,-0.79453,22.28335,0.52500,0.63128,496.54789,0.27562
1.40523,1.51470,0.42200,0.47066,29.35337,0.77855,-0.93457,27.83867,0.35656,0.87342,774.99158,0.12713
0.58783,1.00136,0.41396,0.27852,1.45578,0.48071,-0.30931,0.45442,0.06675,0.09567,0.20650,0.00446
0.72118,0.99229,0.27361,0.05485,40.05844,0.41314,-0.66633,39.06615,0.13953,0.44399,1526.16422,0.01947
1.99752,1.89967,0.35703,0.49245,28.05475,0.98210,-1.50507,26.15508,0.62507,2.26524,684.08803,0.39071
1.11486,1.75970,0.25353,0.15816,13.89236,0.41490,-0.95670,12.13265,0.16137,0.91527,147.20129,0.02604
1.00177,0.53930,0.10968,0.00000,0.00000,0.36350,-1.00177,-0.53929,0.25382,1.00354,0.29084,0.06443
1.91102,0.88895,0.27186,0.94973,0.89215,0.73388,-0.96129,0.00320,0.46201,0.92408,0.00001,0.21346
1.18728,1.22445,0.15339,0.44009,31.39246,0.44546,-0.74719,30.16800,0.29207,0.55829,910.10844,0.08531
1.59426,1.64827,0.16356,0.21115,10.40616,0.61248,-1.38312,8.75789,0.44892,1.91301,76.70070,0.20152
1.93492,0.60344,0.12282,0.54817,2.52892,0.71340,-1.38675,1.92548,0.59058,1.92307,3.70749,0.34878
0.87432,0.90792,0.40376,0.21807,3.88542,0.54978,-0.65625,2.97749,0.14602,0.43066,8.86547,0.02132
1.85966,0.70887,0.31297,0.56795,2.44086,1.14125,-1.29170,1.73199,0.82828,1.66850,2.99978,0.68604
1.49568,1.94509,0.32407,0.21605,6.41644,0.65005,-1.27963,4.47135,0.32599,1.63746,19.99298,0.10627
1.59623,1.97195,0.20261,0.22920,60.27765,0.59661,-1.36703,58.30571,0.39399,1.86878,3399.55558,0.15523
1.95801,1.41279,0.23980,0.49110,28.13186,0.78180,-1.46691,26.71907,0.54199,2.15182,713.90854,0.29376
1.77592,1.34183,0.30936,0.61228,22.56407,0.90164,-1.16364,21.22223,0.59228,1.35407,450.38316,0.35080
1.56175,1.31531,0.13269,0.27434,8.00908,0.43721,-1.28741,6.69378,0.30452,1.65743,44.80665,0.09273
1.77496,1.50353,0.28492,0.73773,18.72718,0.85291,-1.03724,17.22365,0.56799,1.07586,296.65409,0.32261
1.26875,1.70961,0.28370,0.32621,42.35101,0.53026,-0.94254,40.64140,0.24656,0.88838,1651.72358,0.06079
0.74706,0.99532,0.40270,0.15108,5.60825,0.54178,-0.59598,4.61293,0.13907,0.35519,21.27912,0.01934
1.80587,0.85819,0.28050,0.00000,0.00000,0.95376,-1.80587,-0.85819,0.67327,3.26116,0.73650,0.45329
1.30805,1.24672,0.14219,0.36202,3.82937,0.42941,-0.94604,2.58265,0.28722,0.89499,6.67010,0.08250
1.94671,0.80565,0.30933,0.66679,3.29523,1.09111,-1.27993,2.48958,0.78178,1.63822,6.19802,0.61118
1.69687,1.09396,0.46604,0.27775,7.91083,1.08506,-1.41912,6.81688,0.61903,2.01391,46.46981,0.38320
0.97514,1.78577,0.46246,0.10363,21.20226,0.62632,-0.87151,19.41649,0.16386,0.75953,377.00002,0.02685
1.48144,0.72816,0.27613,0.81677,1.03737,0.62273,-0.66467,0.30921,0.34661,0.44178,0.09561,0.12014
1.12664,1.97617,0.36717,0.12927,16.99774,0.52831,-0.99738,15.02157,0.16114,0.99476,225.64762,0.02597
1.33963,1.29110,0.38774,0.38498,2.20089,0.73261,-0.95465,0.90979,0.34487,0.91137,0.82772,0.11893
1.78727,1.72860,0.31632,0.14997,14.65094,0.75183,-1.63729,12.92234,0.43551,2.68073,166.98686,0.18967
1.18890,1.03670,0.29768,0.32828,2.58099,0.50759,-0.86061,1.54429,0.20991,0.74066,2.38485,0.04406
1.73897,0.65096,0.19595,0.23722,9.26227,0.75544,-1.50175,8.61131,0.55949,2.25524,74.15467,0.31303
1.47672,1.43139,0.24095,0.31061,4.46306,0.66411,-1.16611,3.03166,0.42316,1.35980,9.19099,0.17906
0.68940,1.51427,0.23004,0.14753,5.74332,0.32287,-0.54187,4.22905,0.09282,0.29362,17.88488,0.00862
0.91891,1.46432,0.37766,0.12404,11.17634,0.51227,-0.79488,9.71202,0.13460,0.63183,94.32325,0.01812
0.95592,1.47974,0.47532,0.27074,3.12955,0.69030,-0.68518,1.64981,0.21498,0.46947,2.72186,0.04622
0.89043,1.86079,0.36829,0.09928,13.96290,0.52344,-0.79115,12.10211,0.15515,0.62591,146.46103,0.02407
1.79685,1.31997,0.25216,0.49122,1.72487,0.73454,-1.30562,0.40490,0.48238,1.70465,0.16394,0.23269
1.60986,1.87711,0.21201,0.20727,10.60052,0.63843,-1.40258,8.72340,0.42642,1.96724,76.09777,0.18183
1.70736,0.52701,0.48512,1.42112,0.28531,0.82502,-0.28624,-0.24170,0.33990,0.08193,0.05842,0.11553
1.80913,0.66887,0.38147,0.54068,2.56395,1.00814,-1.26845,1.89508,0.62667,1.60896,3.59134,0.39271
1.20315,0.95190,0.33934,0.21068,6.58003,0.74342,-0.99247,5.62813,0.40408,0.98500,31.67583,0.16328
1.85434,1.77840,0.36712,0.41249,33.49318,0.83391,-1.44186,31.71478,0.46679,2.07895,1005.82724,0.21789
0.55201,1.37421,0.49818,0.00000,0.00000,0.55725,-0.55201,-1.37421,0.05907,0.30471,1.88845,0.00349
1.39847,0.67240,0.13754,0.00000,0.00000,0.70649,-1.39847,-0.67240,0.56895,1.95571,0.45212,0.32370
1.35766,1.27617,0.27217,0.21023,10.45169,0.77127,-1.14743,9.17552,0.49910,1.31660,84.19009,0.24910
1.83878,1.16507,0.34284,0.44654,4.92057,1.17588,-1.39225,3.75550,0.83304,1.93836,14.10380,0.69396
1.26855,0.65634,0.25380,0.47410,1.78716,0.62253,-0.79444,1.13082,0.36872,0.63114,1.27876,0.13596
1.61539,1.25940,0.35364,0.33175,41.64481,0.75401,-1.28364,40.38542,0.40037,1.64774,1630.98179,0.16030
0.56847,0.71004,0.21073,0.05215,-16.24685,0.28528,-0.51632,-16.95689,0.07455,0.26659,287.53608,0.00556
1.41617,0.92102,0.18280,0.29126,4.75956,0.57083,-1.12491,3.83853,0.38804,1.26541,14.73432,0.15057
1.35807,1.26900,0.21740,0.41277,2.05270,0.47860,-0.94530,0.78370,0.26120,0.89360,0.61419,0.06823
0.67076,1.01783,0.30296,0.00000,0.00000,0.46403,-0.67076,-1.01783,0.16106,0.44992,1.03599,0.02594
0.69723,0.91210,0.25783,0.13590,6.23479,0.39614,-0.56134,5.32269,0.13831,0.31510,28.33104,0.01913
1.41186,0.96406,0.42952,1.05140,0.38564,0.53782,-0.36046,-0.57842,0.10830,0.12993,0.33457,0.01173
0.58929,1.40569,0.37464,0.02688,81.73151,0.43921,-0.56240,80.32582,0.06458,0.31630,6452.23681,0.00417
0.68154,1.12842,0.40047,0.05999,36.62759,0.50417,-0.62155,35.49917,0.10370,0.38632,1260.19105,0.01075
1.50286,1.51800,0.24477,0.28747,7.64341,0.65287,-1.21539,6.12541,0.40810,1.47718,37.52061,0.16655
1.58596,0.68084,0.46098,0.37441,5.86848,0.84321,-1.21155,5.18764,0.38223,1.46785,26.91161,0.14610
1.13305,0.94256,0.29440,0.41549,2.03926,0.40144,-0.71756,1.09670,0.10704,0.51489,1.20274,0.01146
1.47844,1.76841,0.37700,0.41561,33.24189,0.63115,-1.06283,31.47349,0.25415,1.12961,990.58039,0.06459
1.68348,1.16963,0.41935,0.35336,3.92320,0.69536,-1.33012,2.75357,0.27601,1.76922,7.58213,0.07618
1.05676,1.40161,0.38223,0.17075,8.11893,0.54869,-0.88601,6.71732,0.16646,0.78501,45.12235,0.02771
0.71389,1.83515,0.23835,0.06767,32.46982,0.35076,-0.64622,30.63468,0.11241,0.41760,938.48352,0.01264
1.01091,0.60757,0.26385,0.42574,1.99019,0.53015,-0.58517,1.38262,0.26629,0.34242,1.91164,0.07091
0.82684,1.98205,0.28160,0.08173,16.96167,0.41930,-0.74511,14.97962,0.13769,0.55519,224.38899,0.01896
1.25818,1.94603,0.25368,0.23369,59.12014,0.51787,-1.02450,57.17412,0.26419,1.04959,3268.87953,0.06980
0.53503,1.63432,0.28341,0.05810,23.86034,0.34840,-0.47693,22.22602,0.06499,0.22746,493.99604,0.00422
1.40441,1.74006,0.49361,0.35589,38.81975,0.81950,-1.04853,37.07969,0.32589,1.09941,1374.90332,0.10621
1.01058,1.31211,0.16166,0.19080,7.26554,0.46550,-0.81978,5.95343,0.30384,0.67203,35.44337,0.09232
1.16066,0.95350,0.20373,0.17226,12.75501,0.49146,-0.98840,11.80151,0.28773,0.97693,139.27575,0.08279
1.94963,1.33656,0.23891,0.27307,8.04644,0.82912,-1.67656,6.70988,0.59021,2.81085,45.02245,0.34835
1.23335,1.10267,0.49754,1.17435,0.34527,0.57949,-0.05899,-0.75740,0.08195,0.00348,0.57366,0.00672
0.80197,1.09271,0.11578,0.19259,4.39958,0.19948,-0.60938,3.30688,0.08369,0.37135,10.93544,0.00700
1.86418,1.58321,0.31335,0.27447,8.00542,0.86712,-1.58972,6.42221,0.55377,2.52720,41.24477,0.30666
1.69132,0.91365,0.45084,1.01320,0.40018,0.77926,-0.67811,-0.51347,0.32843,0.45984,0.26365,0.10786
1.22511,1.79532,0.33549,0.13863,15.84898,0.54577,-1.08648,14.05366,0.21028,1.18043,197.50538,0.04422
1.07981,1.26691,0.29693,0.18665,7.42722,0.61832,-0.89316,6.16031,0.32139,0.79774,37.94943,0.10329
1.36029,1.93407,0.18019,0.36621,37.72578,0.46592,-0.99408,35.79171,0.28573,0.98820,1281.04681,0.08164
1.83964,0.59369,0.45339,0.65498,2.11653,1.58695,-1.18465,1.52285,1.13357,1.40340,2.31906,1.28498
0.52867,1.21527,0.37509,0.17827,2.27441,0.42142,-0.35040,1.05914,0.04634,0.12278,1.12179,0.00215
1.03807,1.70666,0.21150,0.16178,13.58159,0.39407,-0.87629,11.87493,0.18256,0.76789,141.01403,0.03333
1.60680,1.75122,0.39619,0.44583,30.98846,0.87082,-1.16098,29.23724,0.47463,1.34787,854.81644,0.22527
1.64917,1.76888,0.34544,0.38001,36.35531,0.68013,-1.26916,34.58643,0.33469,1.61077,1196.22084,0.11202
1.11066,0.59901,0.23953,0.25712,5.39162,0.37832,-0.85354,4.79260,0.13880,0.72853,22.96903,0.01926
1.25094,1.69177,0.38283,0.23253,59.41286,0.65980,-1.01840,57.72108,0.27696,1.03714,3331.72358,0.07671
0.84858,0.92151,0.42139,0.00000,0.00000,0.62910,-0.84858,-0.92151,0.20771,0.72008,0.84917,0.04314
1.21466,0.83904,0.35619,1.05501,-0.38432,0.27897,-0.15965,-1.22337,-0.07722,0.02549,1.49663,0.00596
0.68438,1.83299,0.30123,0.11035,12.56219,0.44947,-0.57403,10.72920,0.14824,0.32951,115.11566,0.02198
1.52393,0.86290,0.38558,0.81587,1.03852,0.76795,-0.70806,0.17562,0.38237,0.50134,0.03084,0.14620
0.71431,1.66302,0.20856,0.08337,16.62896,0.30141,-0.63095,14.96594,0.09285,0.39810,223.97934,0.00862
0.58150,1.62297,0.22703,0.08046,171.71674,0.29302,-0.50104,170.09378,0.06599,0.25104,28931.89262,0.00435
1.56046,0.59403,0.43574,0.46038,30.00904,1.11613,-1.10009,29.41500,0.68039,1.21019,865.24231,0.46293
0.65284,1.04035,0.20816,0.00000,0.00000,0.33781,-0.65284,-1.04035,0.12965,0.42620,1.08233,0.01681
1.15073,1.86491,0.25093,0.23810,3.55858,0.49703,-0.91263,1.69367,0.24610,0.83289,2.86852,0.06057
1.08147,1.44907,0.38154,0.19573,70.58432,0.65617,-0.88574,69.13525,0.27462,0.78454,4779.68258,0.07542
1.94907,1.64156,0.48031,0.28359,7.74778,0.93717,-1.66548,6.10623,0.45686,2.77382,37.28601,0.20872
1.46622,0.57228,0.24402,1.21624,-0.33337,0.01994,-0.24998,-0.90565,-0.22408,0.06249,0.82021,0.05021
0.81332,1.05306,0.24793,0.13727,16.00600,0.38242,-0.67605,14.95294,0.13449,0.45704,223.59033,0.01809
1.77552,0.81799,0.36294,0.58752,2.35958,0.91600,-1.18801,1.54159,0.55306,1.41136,2.37650,0.30587
1.41163,0.94295,0.15464,0.66371,1.27661,0.39126,-0.74792,0.33365,0.23662,0.55938,0.11132,0.05599
1.09270,1.56981,0.17969,0.18965,4.46757,0.36072,-0.90304,2.89776,0.18103,0.81548,8.39704,0.03277
0.66727,1.27379,0.20704,0.19198,2.11201,0.29688,-0.47529,0.83822,0.08984,0.22590,0.70261,0.00807
1.10643,1.29641,0.33805,0.25957,53.22526,0.63341,-0.84687,51.92885,0.29536,0.71719,2696.60594,0.08724
1.51631,0.96780,0.40960,0.57880,1.46389,0.87399,-0.93752,0.49609,0.46439,0.87893,0.24611,0.21566
0.52542,1.65524,0.42286,0.03422,64.20017,0.50387,-0.49120,62.54493,0.08101,0.24127,3911.86844,0.00656
1.02214,1.05761,0.10054,0.19587,7.07747,0.34061,-0.82627,6.01986,0.24006,0.68272,36.23872,0.05763
0.53539,1.84784,0.41328,0.12277,3.30255,0.43758,-0.41262,1.45471,0.02430,0.17025,2.11617,0.00059
0.59854,0.84235,0.19864,0.30200,1.34258,0.25989,-0.29654,0.50023,0.06125,0.08794,0.25023,0.00375
1.93668,1.91409,0.41408,0.33635,4.12161,0.92694,-1.60034,2.20752,0.51287,2.56108,4.87316,0.26303
1.04852,0.83807,0.17833,0.18827,11.67038,0.51475,-0.86025,10.83231,0.33642,0.74003,117.33894,0.11318
0.72044,1.71669,0.35438,0.11312,12.25471,0.43301,-0.60732,10.53803,0.07863,0.36884,111.05005,0.00618
1.87623,0.93576,0.28800,0.85052,0.99621,0.76873,-1.02571,0.06046,0.48074,1.05209,0.00366,0.23111
0.51176,1.44638,0.27907,0.05886,23.55061,0.34157,-0.45290,22.10422,0.06250,0.20512,488.59666,0.00391
1.25091,1.51943,0.13050,0.25245,8.70340,0.41007,-0.99845,7.18397,0.27957,0.99690,51.60948,0.07816
1.14922,0.56585,0.16630,0.42114,2.01193,0.48008,-0.72809,1.44608,0.31378,0.53011,2.09115,0.09846
1.94094,0.79539,0.48057,0.00000,0.00000,0.95715,-1.94094,-0.79539,0.47658,3.76725,0.63264,0.22713
1.39034,0.60962,0.34894,0.93655,-0.43293,0.65276,-0.45379,-1.04255,0.30382,0.20592,1.08692,0.09231
1.91555,1.94020,0.30858,0.28453,7.72219,0.69917,-1.63102,5.78198,0.39058,2.66022,33.43132,0.15255
1.57750,0.87101,0.35625,0.31192,4.44443,0.90634,-1.26558,3.57342,0.55009,1.60169,12.76933,0.30260
1.24834,0.51815,0.10362,0.52417,1.61646,0.29458,-0.72418,1.09831,0.19097,0.52443,1.20628,0.03647
1.77206,1.59329,0.13816,0.40117,34.43839,0.62383,-1.37090,32.84509,0.48567,1.87936,1078.80023,0.23588
0.67775,0.93333,0.25913,0.35705,-1.13559,0.32033,-0.32070,-2.06892,0.06120,0.10285,4.28042,0.00375
1.63140,1.87764,0.48037,0.30708,44.99002,0.97921,-1.32432,43.11238,0.49884,1.75382,1858.67728,0.24884
1.34611,1.03787,0.36265,0.19045,11.53695,0.74878,-1.15566,10.49908,0.38613,1.33555,110.23075,0.14909
0.55839,0.55403,0.17009,0.28370,-1.42920,0.19687,-0.27469,-1.98323,0.02678,0.07546,3.93318,0.00072
1.27505,1.63816,0.21300,0.22665,9.69419,0.49319,-1.04839,8.05603,0.28019,1.09913,64.89959,0.07851
1.21450,1.24631,0.18187,0.18859,7.35067,0.44292,-1.02591,6.10436,0.26105,1.05249,37.26317,0.06815
0.81061,0.60674,0.12760,0.40590,-0.99893,0.14016,-0.40472,-1.60567,0.01256,0.16379,2.57817,0.00016
1.75374,0.99829,0.37745,0.53870,2.57340,0.78822,-1.21504,1.57511,0.41077,1.47632,2.48097,0.16873
1.30864,0.92371,0.27009,0.34070,40.55049,0.68207,-0.96794,39.62679,0.41198,0.93691,1570.28219,0.16973
1.12485,1.28377,0.12185,0.00000,0.00000,0.34320,-1.12485,-1.28376,0.22135,1.26528,1.64805,0.04900
0.84562,0.50221,0.39174,0.15650,-5.41406,0.59289,-0.68913,-5.91627,0.20115,0.47489,35.00222,0.04046
1.77264,1.13394,0.22117,0.41577,5.28469,0.91166,-1.35687,4.15075,0.69049,1.84109,17.22869,0.47678
1.05641,1.85291,0.42268,0.66691,0.60797,0.49632,-0.38950,-1.24494,0.07364,0.15171,1.54987,0.00542
1.49152,0.61768,0.31780,1.06830,0.37954,0.61981,-0.42322,-0.23814,0.30201,0.17912,0.05671,0.09121
1.92833,0.56363,0.20613,0.77506,1.09321,1.13797,-1.15328,0.52957,0.93184,1.33005,0.28045,0.86832
0.65377,1.27078,0.30356,0.10363,13.37699,0.43026,-0.55014,12.10621,0.12671,0.30266,146.56033,0.01605
1.88149,1.54189,0.39159,0.26734,8.21890,1.03003,-1.61415,6.67701,0.63844,2.60550,44.58248,0.40760
1.01801,1.00342,0.49141,0.70084,0.57854,0.67307,-0.31717,-0.42488,0.18166,0.10060,0.18052,0.03300
1.92064,1.24439,0.25221,0.73930,18.68728,0.98043,-1.18134,17.44289,0.72822,1.39555,304.25457,0.53030
0.53779,1.75850,0.10457,0.17827,2.27438,0.16305,-0.35952,0.51589,0.05849,0.12925,0.26614,0.00342
1.55731,1.72569,0.31857,0.24683,5.61635,0.69974,-1.31048,3.89066,0.38117,1.71735,15.13724,0.14529
1.79396,0.76888,0.42000,0.52146,2.65850,0.88452,-1.27250,1.88962,0.46452,1.61927,3.57065,0.21578
0.73591,0.96468,0.21602,0.00000,0.00000,0.38127,-0.73591,-0.96468,0.16525,0.54156,0.93061,0.02731
1.43731,1.35762,0.43313,0.38657,2.19184,0.80225,-1.05074,0.83422,0.36911,1.10406,0.69593,0.13625
0.96016,1.02944,0.34852,0.24285,5.70834,0.51502,-0.71731,4.67891,0.16650,0.51454,21.89216,0.02772
1.67564,0.92864,0.27311,0.44919,3.08621,0.75417,-1.22645,2.15757,0.48107,1.50418,4.65511,0.23142
1.91667,1.46260,0.36859,0.23248,9.45130,0.89099,-1.68420,7.98870,0.52240,2.83651,63.81931,0.27290
0.65206,0.91678,0.21053,0.12729,6.65657,0.27474,-0.52477,5.73979,0.06422,0.27539,32.94515,0.00412
0.66996,1.10540,0.39515,0.20046,2.02271,0.44188,-0.46950,0.91731,0.04673,0.22043,0.84145,0.00218
0.89641,0.80800,0.29322,0.11085,12.50586,0.52985,-0.78556,11.69786,0.23663,0.61711,136.84003,0.05599
1.40546,0.61547,0.13023,0.00000,0.00000,0.53055,-1.40546,-0.61547,0.40032,1.97531,0.37880,0.16025
1.43547,1.47276,0.20696,0.46376,29.79008,0.69119,-0.97171,28.31732,0.48422,0.94422,801.87061,0.23447
0.96936,0.90664,0.33907,0.00000,0.00000,0.59100,-0.96936,-0.90664,0.25193,0.93966,0.82200,0.06347
1.38138,1.55171,0.37204,0.19905,11.03876,0.72023,-1.18233,9.48705,0.34819,1.39791,90.00410,0.12123
1.17538,1.93637,0.25961,0.14368,9.64874,0.53540,-1.03171,7.71237,0.27578,1.06442,59.48065,0.07606
0.65284,0.51248,0.27343,0.09123,15.19638,0.38581,-0.56161,14.68390,0.11238,0.31541,215.61703,0.01263
0.88807,1.15160,0.38938,0.25010,55.24076,0.64937,-0.63797,54.08916,0.25999,0.40701,2925.63701,0.06760
0.86303,1.57108,0.13656,0.11638,18.87957,0.31079,-0.74665,17.30849,0.17423,0.55749,299.58371,0.03036
0.87256,0.82161,0.20832,0.12426,11.15615,0.38443,-0.74830,10.33454,0.17611,0.55996,106.80265,0.03101
1.41010,1.50931,0.13246,0.46465,1.82351,0.48537,-0.94545,0.31420,0.35291,0.89387,0.09872,0.12455
1.89907,1.31638,0.18011,0.44213,4.96963,0.88151,-1.45694,3.65325,0.70139,2.12267,13.34623,0.49195
0.60269,1.05667,0.46831,0.22537,1.79913,0.50493,-0.37732,0.74246,0.03662,0.14237,0.55125,0.00134
1.84302,1.49969,0.41495,0.58761,23.51147,0.77656,-1.25541,22.01178,0.36160,1.57606,484.51825,0.13076
1.14140,1.16382,0.35973,0.40003,1.01358,0.57098,-0.74137,-0.15023,0.21125,0.54963,0.02257,0.04463
0.95157,1.25395,0.12247,0.22520,6.15580,0.28911,-0.72637,4.90186,0.16664,0.52761,24.02819,0.02777
0.89035,0.73924,0.16419,0.09305,23.61242,0.38055,-0.79730,22.87318,0.21637,0.63569,523.18257,0.04681
1.72119,1.52770,0.14417,0.36588,37.75982,0.50350,-1.35531,36.23212,0.35932,1.83686,1312.76656,0.12911
1.30333,1.03533,0.24152,0.54953,1.54186,0.47837,-0.75380,0.50653,0.23686,0.56822,0.25658,0.05610
1.92922,0.99011,0.24177,0.35324,6.22018,0.90149,-1.57598,5.23006,0.65972,2.48372,27.35358,0.43523
1.25470,0.79079,0.44353,0.45385,1.86690,0.77525,-0.80085,1.07611,0.33172,0.64136,1.15801,0.11004
1.15882,1.41582,0.16415,0.17161,8.07810,0.47209,-0.98720,6.66228,0.30795,0.97457,44.38595,0.09483
0.67633,0.74793,0.10080,0.00000,0.00000,0.21600,-0.67633,-0.74793,0.11520,0.45742,0.55939,0.01327
0.62533,0.52869,0.16630,0.16518,-2.45462,0.23873,-0.46015,-2.98331,0.07243,0.21174,8.90016,0.00525
0.83354,1.27884,0.34310,0.11075,12.51772,0.49349,-0.72280,11.23888,0.15039,0.52243,126.31246,0.02262
0.82933,1.93979,0.34652,0.06524,21.24964,0.43208,-0.76409,19.30985,0.08556,0.58384,372.87018,0.00732
1.54464,1.55322,0.16868,0.23170,9.48310,0.67301,-1.31295,7.92988,0.50433,1.72383,62.88294,0.25435
1.29876,0.67309,0.34226,0.22872,9.60662,0.63890,-1.07004,8.93352,0.29665,1.14498,79.80786,0.08800
0.80938,1.08779,0.45827,0.13379,10.36150,0.50298,-0.67559,9.27371,0.04471,0.45642,86.00175,0.00200
1.68914,0.60357,0.28970,0.98621,0.85914,0.96176,-0.70292,0.25557,0.67206,0.49410,0.06532,0.45166
0.51497,1.58517,0.31426,0.16254,2.49461,0.37639,-0.35243,0.90945,0.06213,0.12421,0.82710,0.00386
1.00044,1.68734,0.28052,0.12426,17.68251,0.44138,-0.87618,15.99517,0.16086,0.76770,255.84559,0.02588
1.70531,1.85266,0.18139,0.47022,29.38103,0.56997,-1.23509,27.52837,0.38858,1.52544,757.81125,0.15099
1.95210,0.59985,0.35933,0.47851,4.59175,1.43425,-1.47358,3.99190,1.07492,2.17145,15.93529,1.15545
1.99577,1.33859,0.22846,0.39968,34.56628,0.68244,-1.59609,33.22769,0.45397,2.54751,1104.07933,0.20609
1.05436,1.19636,0.38910,0.21449,3.95036,0.66471,-0.83988,2.75401,0.27561,0.70539,7.58455,0.07596
0.50797,1.70674,0.40912,0.08057,10.51601,0.48998,-0.42740,8.80927,0.08086,0.18267,77.60326,0.00654
1.70450,1.27701,0.15613,0.37623,5.84007,0.84088,-1.32827,4.56305,0.68475,1.76431,20.82146,0.46888
0.79246,1.83561,0.39999,0.42950,0.94404,0.50676,-0.36297,-0.89157,0.10677,0.13174,0.79490,0.01140
1.83369,1.36821,0.35296,0.50686,27.25719,1.15508,-1.32683,25.88898,0.80213,1.76049,670.23936,0.64341
0.80338,0.97074,0.19660,0.12100,11.45651,0.38049,-0.68238,10.48577,0.18389,0.46564,109.95141,0.03381
0.78188,0.61546,0.37846,0.22958,3.69066,0.53567,-0.55230,3.07521,0.15721,0.30504,9.45690,0.02472
0.90792,1.53854,0.20562,0.53376,0.75963,0.25004,-0.37416,-0.77891,0.04442,0.13999,0.60669,0.00197
0.78639,1.54196,0.18749,0.11714,7.23313,0.35186,-0.66925,5.69117,0.16437,0.44789,32.38942,0.02702
1.66704,1.64128,0.17509,0.56612,24.40365,0.51148,-1.10091,22.76237,0.33639,1.21201,518.12555,0.11316
0.54672,0.88936,0.11347,0.11311,-3.58471,0.19019,-0.43361,-4.47407,0.07672,0.18802,20.01730,0.00589
1.50027,0.98454,0.45917,0.52281,1.62065,0.95339,-0.97746,0.63610,0.49422,0.95542,0.40463,0.24425
1.73812,1.76731,0.19960,0.46721,29.57055,0.71653,-1.27092,27.80324,0.51693,1.61523,773.02021,0.26722
