a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
1.99644,0.86224,0.11614,0.42715,5.14396,1.13081,-1.56930,4.28171,1.01467,2.46269,18.33306,1.02956
0.96917,1.48151,0.19281,0.27005,51.15969,0.42282,-0.69912,49.67817,0.23001,0.48877,2467.92081,0.05291
0.55841,1.75568,0.34781,0.09367,9.04509,0.43575,-0.46473,7.28941,0.08794,0.21598,53.13553,0.00773
1.37143,1.98602,0.40269,0.39208,35.23690,0.64246,-0.97935,33.25088,0.23977,0.95913,1105.62126,0.05749
1.39528,1.89227,0.47166,0.30814,44.83579,0.67827,-1.08714,42.94352,0.20661,1.18188,1844.14594,0.04269
1.97168,1.47426,0.42177,0.35415,6.20414,0.91713,-1.61752,4.72988,0.49536,2.61638,22.37173,0.24539
1.51218,1.51630,0.24925,0.21897,6.33085,0.64619,-1.29321,4.81456,0.39694,1.67238,23.17996,0.15756
1.54570,1.47296,0.21012,0.58686,23.54151,0.75013,-0.95885,22.06855,0.54002,0.91939,487.02079,0.29162
1.55771,1.18276,0.36710,0.50388,2.75121,0.85181,-1.05382,1.56845,0.48470,1.11055,2.46003,0.23494
1.75723,1.70422,0.48437,0.39339,35.11897,0.67708,-1.36384,33.41476,0.19271,1.86006,1116.54593,0.03714
1.35891,0.91552,0.46852,0.42491,3.26258,0.65995,-0.93400,2.34706,0.19143,0.87236,5.50869,0.03665
0.54762,1.13500,0.13383,0.20134,2.01384,0.17540,-0.34628,0.87884,0.04158,0.11991,0.77236,0.00173
1.82914,0.79498,0.39497,0.45552,4.82355,1.12341,-1.37362,4.02857,0.72844,1.88684,16.22937,0.53063
1.77108,0.59359,0.23411,0.37623,5.84006,0.88994,-1.39485,5.24647,0.65583,1.94561,27.52548,0.43011
0.81619,0.84405,0.28764,0.11688,11.86102,0.37506,-0.69931,11.01697,0.08741,0.48904,121.37374,0.00764
0.98938,0.94908,0.19300,0.10192,21.55749,0.37459,-0.88746,20.60842,0.18159,0.78758,424.70689,0.03297
0.59385,0.81576,0.42361,0.06471,21.42254,0.52878,-0.52914,20.60678,0.10517,0.27998,424.63935,0.01106
0.62411,1.22681,0.22097,0.12032,7.04216,0.30189,-0.50379,5.81536,0.08092,0.25380,33.81837,0.00655
1.25826,0.71612,0.34960,0.30097,4.60607,0.62100,-0.95729,3.88995,0.27140,0.91641,15.13169,0.07366
0.95970,1.73357,0.12279,0.10781,20.38106,0.39036,-0.85189,18.64749,0.26757,0.72571,347.72898,0.07159
1.50082,1.66557,0.44488,0.37162,37.17627,0.93208,-1.12920,35.51070,0.48720,1.27509,1261.00965,0.23736
1.83428,1.05720,0.17807,0.57305,3.83422,0.75936,-1.26122,2.77701,0.58129,1.59069,7.71181,0.33790
1.75735,1.04211,0.44392,0.20987,10.46964,0.96755,-1.54748,9.42753,0.52363,2.39469,88.87833,0.27419
0.68900,0.79463,0.48058,0.13567,10.21799,0.64905,-0.55333,9.42336,0.16847,0.30618,88.79972,0.02838
1.46712,0.84474,0.32106,0.42455,3.26529,0.65294,-1.04256,2.42055,0.33187,1.08694,5.85906,0.11014
0.77791,0.91796,0.18748,0.14416,9.61615,0.30778,-0.63374,8.69819,0.12029,0.40163,75.65851,0.01447
1.95489,1.35689,0.15720,0.76091,18.15660,0.68424,-1.19398,16.79971,0.52704,1.42559,282.23019,0.27777
1.33518,1.76768,0.41837,0.34754,39.75195,0.64473,-0.98763,37.98427,0.22636,0.97542,1442.80449,0.05124
1.81111,0.87450,0.20530,0.74072,18.65154,0.91853,-1.07039,17.77703,0.71323,1.14574,316.02293,0.50870
1.62540,0.72807,0.28333,0.37656,3.68144,0.84085,-1.24884,2.95336,0.55752,1.55959,8.72236,0.31083
0.56009,0.93719,0.18302,0.11386,7.44152,0.25526,-0.44623,6.50433,0.07224,0.19912,42.30627,0.00522
1.64086,0.73174,0.29491,0.66127,2.09640,0.72273,-0.97959,1.36466,0.42783,0.95960,1.86229,0.18303
0.75606,0.54570,0.18178,0.18038,4.69723,0.40245,-0.57568,4.15153,0.22067,0.33141,17.23523,0.04870
1.26478,1.25191,0.12010,0.47946,28.81488,0.27263,-0.78532,27.56297,0.15253,0.61673,759.71709,0.02327
0.74102,0.53746,0.27962,0.12982,6.52666,0.41982,-0.61120,5.98920,0.14021,0.37356,35.87049,0.01966
0.76024,1.06963,0.42058,0.17966,4.71615,0.53125,-0.58059,3.64652,0.11067,0.33708,13.29710,0.01225
0.85540,1.51609,0.32631,0.36260,1.11821,0.42897,-0.49280,-0.39788,0.10266,0.24285,0.15831,0.01054
1.74029,1.28710,0.41010,0.51406,26.87536,0.92105,-1.22623,25.58826,0.51096,1.50364,654.75912,0.26108
1.50180,1.89981,0.20620,0.26224,8.37862,0.45106,-1.23956,6.47881,0.24486,1.53651,41.97504,0.05996
1.92074,1.82728,0.39563,0.59789,23.10722,0.97255,-1.32286,21.27994,0.57692,1.74995,452.83590,0.33284
0.96782,1.00996,0.13158,0.12548,11.04794,0.30005,-0.84234,10.03798,0.16847,0.70954,100.76100,0.02838
1.90323,0.77860,0.24900,1.31288,0.30884,0.65570,-0.59035,-0.46976,0.40670,0.34851,0.22068,0.16540
1.95211,1.17007,0.30061,0.59040,23.40040,1.30463,-1.36172,22.23033,1.00402,1.85428,494.18746,1.00806
1.63080,1.36684,0.46174,0.53703,2.58142,0.77078,-1.09378,1.21458,0.30904,1.19635,1.47521,0.09550
1.82688,1.84334,0.46367,0.50464,27.37723,0.80408,-1.32225,25.53388,0.34041,1.74833,651.97927,0.11588
0.77695,1.01316,0.27198,0.00000,0.00000,0.42849,-0.77695,-1.01316,0.15651,0.60365,1.02649,0.02450
0.93192,1.23923,0.21998,0.21974,3.85592,0.34458,-0.71218,2.61669,0.12461,0.50720,6.84706,0.01553
1.32004,1.85362,0.23758,0.18593,11.81771,0.56903,-1.13412,9.96409,0.33145,1.28622,99.28312,0.10986
1.34991,1.48555,0.45935,0.23749,9.25194,0.83486,-1.11242,7.76639,0.37551,1.23748,60.31685,0.14101
1.36529,1.19597,0.14748,1.02257,0.39652,0.41800,-0.34272,-0.79946,0.27052,0.11746,0.63913,0.07318
1.48808,1.29844,0.14131,0.47786,28.91115,0.37918,-1.01022,27.61271,0.23787,1.02054,762.46167,0.05658
1.72811,1.97535,0.20387,0.23019,6.02235,0.42988,-1.49792,4.04700,0.22601,2.24376,16.37817,0.05108
0.57915,1.53802,0.28317,0.07481,18.53102,0.33226,-0.50434,16.99300,0.04909,0.25436,288.76200,0.00241
1.03881,1.73533,0.42828,0.08952,24.54346,0.57364,-0.94929,22.80813,0.14536,0.90115,520.21099,0.02113
0.99227,0.81359,0.13388,0.27683,3.06070,0.42301,-0.71544,2.24711,0.28913,0.51185,5.04951,0.08360
1.07149,1.71261,0.42945,0.12619,17.41148,0.54944,-0.94529,15.69887,0.11999,0.89358,246.45452,0.01440
0.67797,1.90062,0.37355,0.07149,19.39059,0.47303,-0.60647,17.48997,0.09948,0.36781,305.89890,0.00990
0.74183,1.48461,0.48846,0.15565,5.44374,0.59706,-0.58618,3.95912,0.10860,0.34361,15.67466,0.01179
0.67454,1.41919,0.47539,0.10777,7.86211,0.57262,-0.56677,6.44292,0.09723,0.32123,41.51123,0.00945
1.10481,1.75047,0.42587,0.11976,18.34617,0.58030,-0.98505,16.59570,0.15443,0.97032,275.41733,0.02385
1.03235,1.11976,0.37033,0.23986,3.53245,0.58696,-0.79249,2.41269,0.21663,0.62803,5.82106,0.04693
0.73522,1.74095,0.11677,0.10374,13.36352,0.18829,-0.63148,11.62257,0.07153,0.39877,135.08410,0.00512
1.59723,1.93718,0.18818,0.29173,7.53174,0.66559,-1.30550,5.59456,0.47742,1.70434,31.29910,0.22793
1.62860,1.29694,0.37098,0.33885,6.48440,0.93443,-1.28975,5.18746,0.56346,1.66346,26.90972,0.31748
1.74939,1.31044,0.43787,0.30894,7.11201,1.06064,-1.44045,5.80157,0.62278,2.07490,33.65817,0.38785
1.76632,1.22603,0.30564,0.65521,21.08556,0.61226,-1.11111,19.85953,0.30662,1.23456,394.40095,0.09402
0.90800,0.50957,0.49134,0.20516,-4.12987,0.76247,-0.70283,-4.63944,0.27113,0.49398,21.52438,0.07351
1.50664,1.70815,0.47870,0.43110,32.04745,0.78786,-1.07554,30.33930,0.30916,1.15680,920.47328,0.09558
0.53865,1.40529,0.36380,0.12107,3.34899,0.43730,-0.41758,1.94370,0.07350,0.17438,3.77796,0.00540
0.96082,1.31969,0.26688,0.09257,23.73452,0.45401,-0.86825,22.41483,0.18714,0.75386,502.42483,0.03502
1.84695,0.62619,0.25724,0.52877,4.15533,0.75524,-1.31818,3.52914,0.49800,1.73759,12.45483,0.24800
0.53556,1.75242,0.48988,0.03898,56.36272,0.56483,-0.49658,54.61030,0.07495,0.24659,2982.28437,0.00562
1.12944,0.57593,0.11576,0.72335,0.56054,0.26649,-0.40609,-0.01540,0.15073,0.16491,0.00024,0.02272
0.51695,1.68106,0.22257,0.05581,39.36750,0.25714,-0.46114,37.68645,0.03456,0.21265,1420.26824,0.00119
1.31630,0.91286,0.38378,0.29343,7.48804,0.73208,-1.02287,6.57519,0.34830,1.04626,43.23306,0.12131
0.57586,1.13918,0.43295,0.00000,0.00000,0.49848,-0.57586,-1.13918,0.06553,0.33161,1.29773,0.00429
1.89560,0.64304,0.28002,0.52820,2.62458,1.15794,-1.36740,1.98154,0.87792,1.86979,3.92649,0.77074
1.23880,1.16316,0.23376,0.21135,10.39595,0.45272,-1.02745,9.23278,0.21896,1.05565,85.24431,0.04794
1.70815,1.64024,0.16156,0.29281,47.18189,0.53389,-1.41533,45.54165,0.37233,2.00317,2074.04148,0.13863
1.51955,0.58502,0.11387,0.51003,2.71806,0.46895,-1.00952,2.13304,0.35508,1.01912,4.54985,0.12608
0.88974,1.82913,0.45828,0.06809,32.27107,0.60181,-0.82166,30.44194,0.14354,0.67512,926.71180,0.02060
1.50858,1.73910,0.36924,0.20185,10.88542,0.64031,-1.30673,9.14632,0.27107,1.70753,83.65518,0.07348
1.04071,1.50691,0.20826,0.28866,47.86101,0.46544,-0.75205,46.35411,0.25718,0.56558,2148.70309,0.06614
1.79915,0.93416,0.28707,0.30141,4.59940,0.67763,-1.49775,3.66524,0.39055,2.24324,13.43396,0.15253
1.34635,1.77586,0.18061,0.27196,5.09736,0.54946,-1.07439,3.32150,0.36885,1.15430,11.03234,0.13605
1.66928,0.52430,0.42735,0.35143,6.25221,0.90106,-1.31784,5.72791,0.47371,1.73671,32.80891,0.22440
0.87954,1.79834,0.14114,0.19616,70.43123,0.28276,-0.68338,68.63288,0.14162,0.46701,4710.47287,0.02006
1.39136,1.40473,0.37301,0.19862,11.06218,0.58810,-1.19274,9.65745,0.21508,1.42263,93.26638,0.04626
0.83941,1.53853,0.19333,0.14725,9.41430,0.31228,-0.69215,7.87577,0.11895,0.47908,62.02771,0.01415
0.69646,1.40900,0.43978,0.09463,23.21955,0.52635,-0.60183,21.81056,0.08657,0.36220,475.70036,0.00749
1.89329,0.99796,0.28613,0.62993,21.93168,0.93953,-1.26336,20.93372,0.65340,1.59607,438.22079,0.42693
1.44706,1.13960,0.31926,0.18910,11.61903,0.85009,-1.25796,10.47943,0.53083,1.58246,109.81848,0.28178
0.57563,1.83558,0.33075,0.09072,9.33938,0.38983,-0.48490,7.50381,0.05908,0.23513,56.30714,0.00349
1.40137,1.01144,0.46691,0.27942,4.96129,0.91911,-1.12195,3.94985,0.45220,1.25876,15.60134,0.20449
1.28821,1.54675,0.46011,0.31933,4.34130,0.84537,-0.96888,2.79455,0.38527,0.93873,7.80950,0.14843
0.94374,0.50167,0.20878,0.36358,2.33041,0.46290,-0.58015,1.82874,0.25412,0.33658,3.34431,0.06458
0.52437,1.59317,0.22941,0.18268,2.21957,0.25350,-0.34169,0.62640,0.02409,0.11675,0.39238,0.00058
0.64163,1.74728,0.46736,0.08838,9.58747,0.55377,-0.55325,7.84020,0.08641,0.30609,61.46868,0.00747
1.66973,0.67733,0.10001,0.61707,1.37310,0.43417,-1.05266,0.69578,0.33416,1.10810,0.48410,0.11166
1.31045,1.77673,0.48305,0.18224,12.05699,0.71812,-1.12821,10.28026,0.23507,1.27287,105.68377,0.05526
1.06997,1.41070,0.25549,0.12872,17.07038,0.47737,-0.94125,15.65968,0.22187,0.88596,245.22544,0.04923
0.76535,1.98100,0.27764,0.10682,12.97737,0.43808,-0.65852,10.99637,0.16044,0.43365,120.92011,0.02574
0.95862,1.10406,0.36900,0.22731,3.72743,0.52498,-0.73130,2.62337,0.15598,0.53480,6.88209,0.02433
0.69249,1.36774,0.37737,0.14595,5.80526,0.49911,-0.54654,4.43752,0.12175,0.29870,19.69155,0.01482
1.59537,1.42876,0.17466,0.26293,52.54443,0.57693,-1.33244,51.11567,0.40228,1.77541,2612.81151,0.16183
1.77494,0.79437,0.15022,1.21990,0.33237,0.45276,-0.55504,-0.46199,0.30254,0.30807,0.21344,0.09153
1.31206,0.62905,0.12281,0.41927,5.24054,0.62113,-0.89279,4.61149,0.49832,0.79707,21.26585,0.24833
1.45666,1.73010,0.11663,0.25564,8.59494,0.37109,-1.20102,6.86484,0.25446,1.44245,47.12600,0.06475
1.42046,1.84690,0.42397,0.26310,8.35111,0.68167,-1.15735,6.50420,0.25770,1.33946,42.30467,0.06641
1.19927,0.78490,0.38070,0.37839,2.23921,0.74230,-0.82088,1.45431,0.36160,0.67385,2.11502,0.13075
0.97366,0.58532,0.40661,0.40227,1.00794,0.67002,-0.57139,0.42262,0.26341,0.32649,0.17861,0.06938
1.63438,1.18128,0.26491,0.54437,1.55646,0.64611,-1.09001,0.37519,0.38120,1.18812,0.14076,0.14532
1.95398,1.06676,0.12481,0.43419,5.06045,0.58830,-1.51979,3.99369,0.46349,2.30976,15.94958,0.21482
1.99662,1.17761,0.24189,0.45705,30.22727,0.63621,-1.53957,29.04966,0.39432,2.37027,843.88302,0.15549
1.16305,1.47235,0.12458,0.35935,2.35786,0.37998,-0.80370,0.88551,0.25541,0.64593,0.78412,0.06523
0.72715,1.21612,0.34072,0.11341,7.47120,0.40861,-0.61374,6.25507,0.06789,0.37668,39.12596,0.00461
1.08761,0.74399,0.39375,0.19235,7.20707,0.67211,-0.89526,6.46307,0.27836,0.80149,41.77133,0.07749
1.80787,1.36547,0.23819,0.33652,6.52930,0.66870,-1.47135,5.16383,0.43051,2.16488,26.66515,0.18534
1.86203,1.09447,0.21853,0.46401,29.77390,0.83013,-1.39801,28.67943,0.61160,1.95444,822.50982,0.37406
0.62092,1.90935,0.40205,0.09286,9.12398,0.53608,-0.52806,7.21463,0.13403,0.27885,52.05082,0.01796
1.67520,0.91560,0.47635,0.47392,29.15181,1.14052,-1.20129,28.23620,0.66417,1.44309,797.28315,0.44112
1.10813,1.27442,0.33226,0.95206,0.42588,0.35843,-0.15607,-0.84855,0.02617,0.02436,0.72003,0.00068
1.92580,0.53310,0.49301,0.65923,3.33301,1.13961,-1.26657,2.79991,0.64660,1.60420,7.83952,0.41809
1.15978,1.46593,0.25238,0.28351,48.73011,0.57956,-0.87627,47.26418,0.32718,0.76785,2233.90258,0.10705
0.82450,1.16387,0.11935,0.49186,0.82435,0.23078,-0.33264,-0.33951,0.11144,0.11065,0.11527,0.01242
1.69968,1.33203,0.43037,0.41787,5.25816,0.97417,-1.28181,3.92612,0.54379,1.64303,15.41445,0.29571
1.93692,1.31167,0.34204,0.89293,15.47211,1.10676,-1.04399,14.16043,0.76473,1.08991,200.51792,0.58481
0.58938,1.40654,0.40548,0.07259,11.67179,0.50101,-0.51679,10.26525,0.09554,0.26707,105.37546,0.00913
1.16275,0.74505,0.17378,0.25144,5.51339,0.43474,-0.91131,4.76834,0.26095,0.83049,22.73708,0.06810
1.26756,1.22494,0.25311,0.28670,2.95531,0.57191,-0.98086,1.73037,0.31879,0.96208,2.99418,0.10163
0.60673,1.36080,0.32641,0.00000,0.00000,0.42571,-0.60673,-1.36080,0.09931,0.36813,1.85177,0.00986
0.64701,0.56610,0.17411,0.25719,1.57649,0.25032,-0.38982,1.01039,0.07621,0.15196,1.02089,0.00581
1.76325,0.94492,0.13088,0.64736,21.34139,0.49461,-1.11589,20.39647,0.36373,1.24521,416.01613,0.13230
1.98426,1.52647,0.47959,0.28422,48.60836,1.19741,-1.70004,47.08189,0.71781,2.89013,2216.70465,0.51526
0.50628,1.50565,0.35673,0.06795,12.46940,0.37549,-0.43833,10.96375,0.01876,0.19213,120.20381,0.00035
1.00306,0.76562,0.13937,0.66878,-0.60628,0.36277,-0.33428,-1.37190,0.22340,0.11174,1.88211,0.04991
1.08972,0.85539,0.13879,0.28587,4.84939,0.44198,-0.80385,3.99401,0.30319,0.64618,15.95208,0.09193
1.21263,1.88365,0.12909,0.21283,64.91273,0.46373,-0.99980,63.02908,0.33463,0.99961,3972.66438,0.11198
0.86101,1.81146,0.43225,0.10867,20.21949,0.52636,-0.75234,18.40803,0.09411,0.56601,338.85551,0.00886
1.59631,1.13002,0.33134,0.43170,3.21125,0.73129,-1.16461,2.08124,0.39995,1.35631,4.33154,0.15996
1.53808,0.70998,0.26633,0.72409,1.17016,0.71996,-0.81399,0.46018,0.45363,0.66258,0.21176,0.20578
0.70283,1.51318,0.25840,0.09721,22.60218,0.29828,-0.60561,21.08899,0.03988,0.36677,444.74558,0.00159
1.12758,1.03672,0.33751,0.33187,2.55312,0.51311,-0.79572,1.51640,0.17560,0.63317,2.29948,0.03084
1.35543,0.81516,0.39691,0.55341,24.96431,0.67249,-0.80202,24.14915,0.27558,0.64324,583.18128,0.07594
0.89174,1.54243,0.32696,0.23878,3.54839,0.45898,-0.65296,2.00596,0.13202,0.42636,4.02387,0.01743
0.69977,0.89200,0.26764,0.16586,2.44460,0.42407,-0.53391,1.55260,0.15643,0.28506,2.41056,0.02447
1.24436,0.92844,0.39384,0.40948,33.73913,0.74743,-0.83488,32.81070,0.35359,0.69702,1076.54174,0.12503
1.20747,0.63713,0.35027,0.47969,1.76633,0.65442,-0.72778,1.12919,0.30415,0.52966,1.27508,0.09250
0.79444,0.53385,0.44467,0.39460,1.02752,0.46124,-0.39984,0.49368,0.01657,0.15987,0.24372,0.00027
1.14451,1.62479,0.46522,0.13621,16.13160,0.77602,-1.00830,14.50681,0.31080,1.01668,210.44747,0.09660
0.87029,0.95962,0.32205,0.32436,2.61219,0.44017,-0.54592,1.65257,0.11812,0.29803,2.73098,0.01395
0.63168,0.75774,0.30723,0.09841,8.60945,0.37205,-0.53327,7.85170,0.06481,0.28437,61.64926,0.00420
0.52079,1.47407,0.36755,0.24937,1.62597,0.39103,-0.27143,0.15190,0.02348,0.07367,0.02307,0.00055
1.51860,1.89761,0.49878,0.23900,9.19337,0.72482,-1.27960,7.29576,0.22604,1.63738,53.22810,0.05109
0.84662,1.84608,0.20248,0.14390,15.26924,0.33502,-0.70272,13.42316,0.13255,0.49382,180.18132,0.01757
1.63706,1.64001,0.22504,0.46110,29.96238,0.65275,-1.17597,28.32237,0.42771,1.38289,802.15658,0.18294
1.67284,1.64879,0.37666,0.25420,5.45356,0.82884,-1.41864,3.80477,0.45218,2.01253,14.47628,0.20446
1.59396,1.36259,0.18273,0.23440,9.37367,0.60620,-1.35956,8.01108,0.42347,1.84841,64.17743,0.17933
1.61782,0.84834,0.26213,0.41003,5.35872,0.54628,-1.20780,4.51038,0.28415,1.45877,20.34355,0.08074
1.05535,1.62692,0.45880,0.17148,4.94116,0.64216,-0.88387,3.31424,0.18337,0.78123,10.98417,0.03362
1.22926,0.66352,0.19942,0.31172,4.44724,0.43070,-0.91754,3.78372,0.23128,0.84188,14.31651,0.05349
1.78805,1.78585,0.40586,0.44690,30.91410,0.88174,-1.34115,29.12825,0.47588,1.79868,848.45494,0.22647
0.99743,1.25087,0.35829,0.16259,8.52641,0.58124,-0.83484,7.27554,0.22295,0.69695,52.93352,0.04971
1.79213,0.70595,0.48095,0.74945,1.84974,0.93982,-1.04268,1.14379,0.45887,1.08717,1.30826,0.21056
1.91862,0.96938,0.44340,0.89277,15.47491,1.27466,-1.02586,14.50553,0.83126,1.05238,210.41030,0.69099
0.87847,1.80956,0.16754,0.15129,91.31991,0.36191,-0.72719,89.51035,0.19437,0.52880,8012.10239,0.03778
1.07510,0.75242,0.43458,0.38006,2.22939,0.80116,-0.69504,1.47697,0.36659,0.48308,2.18143,0.13439
1.40647,1.19135,0.43148,0.40383,2.09817,0.71223,-1.00264,0.90683,0.28075,1.00529,0.82233,0.07882
1.50652,1.54554,0.24519,0.26366,5.25786,0.66098,-1.24286,3.71232,0.41578,1.54470,13.78133,0.17288
1.82957,0.57080,0.48457,0.62517,1.35530,1.22537,-1.20440,0.78451,0.74081,1.45058,0.61545,0.54879
1.91309,0.94741,0.41020,0.49375,4.45009,1.23336,-1.41934,3.50268,0.82316,2.01453,12.26880,0.67759
1.03579,1.01614,0.30822,0.20049,6.91463,0.54790,-0.83530,5.89850,0.23968,0.69773,34.79226,0.05745
0.70756,1.97411,0.19999,0.13562,101.86846,0.33580,-0.57194,99.89435,0.13581,0.32711,9978.88196,0.01844
1.13329,1.67760,0.17829,0.14975,9.25729,0.52730,-0.98354,7.57970,0.34902,0.96735,57.45183,0.12181
0.88497,1.62817,0.30515,0.12609,17.42603,0.54653,-0.75888,15.79786,0.24138,0.57590,249.57248,0.05826
0.58210,0.80636,0.26748,0.11294,7.50237,0.34504,-0.46916,6.69601,0.07757,0.22011,44.83655,0.00602
0.68055,0.60141,0.38961,0.21053,-1.92593,0.51286,-0.47002,-2.52734,0.12325,0.22092,6.38746,0.01519
1.02325,1.06224,0.34853,0.27758,3.05239,0.55808,-0.74566,1.99015,0.20955,0.55601,3.96069,0.04391
1.01187,1.16628,0.37023,0.19864,6.97874,0.56525,-0.81322,5.81246,0.19502,0.66133,33.78473,0.03803
1.98034,1.63185,0.19944,0.53637,25.75722,0.74691,-1.44397,24.12537,0.54747,2.08505,582.03339,0.29972
0.51047,1.10522,0.19390,0.00000,0.00000,0.24820,-0.51047,-1.10522,0.05430,0.26058,1.22151,0.00295
0.96173,0.86175,0.19343,0.14824,14.82168,0.38047,-0.81349,13.95994,0.18705,0.66176,194.87979,0.03499
1.12609,1.06530,0.45036,0.35942,1.12812,0.60738,-0.76668,0.06282,0.15702,0.58779,0.00395,0.02465
1.93010,0.59034,0.21906,0.53408,2.59566,0.98114,-1.39602,2.00532,0.76208,1.94888,4.02129,0.58076
0.68375,1.45236,0.14954,0.07196,30.53242,0.24320,-0.61178,29.08006,0.09366,0.37428,845.64999,0.00877
1.93317,0.87044,0.44386,1.05989,13.03482,1.41086,-0.87328,12.16437,0.96700,0.76262,147.97199,0.93510
1.86380,1.72944,0.45528,0.34088,40.52847,0.95628,-1.52292,38.79904,0.50100,2.31928,1505.36520,0.25100
1.08998,1.31683,0.16395,0.17877,7.75440,0.34711,-0.91121,6.43757,0.18316,0.83030,41.44225,0.03355
1.69466,1.60920,0.35821,0.34128,40.48201,0.71982,-1.35339,38.87280,0.36161,1.83165,1511.09472,0.13076
1.12027,0.55972,0.20960,0.70440,-0.57562,0.39870,-0.41587,-1.13533,0.18910,0.17295,1.28898,0.03576
0.76864,1.08833,0.47911,0.08077,27.20465,0.63227,-0.68788,26.11633,0.15315,0.47317,682.06260,0.02346
1.07242,1.66285,0.23704,0.16411,8.44748,0.47606,-0.90832,6.78463,0.23902,0.82504,46.03115,0.05713
1.87647,1.83120,0.35017,0.25178,8.72661,0.78408,-1.62469,6.89540,0.43391,2.63961,47.54658,0.18828
1.45347,1.03394,0.15940,0.31860,4.35117,0.52564,-1.13487,3.31723,0.36624,1.28792,11.00402,0.13413
0.79503,0.85622,0.21996,0.51690,0.78441,0.35233,-0.27813,-0.07181,0.13237,0.07736,0.00516,0.01752
1.73600,0.80613,0.28762,0.70646,1.19936,0.95518,-1.02954,0.39323,0.66757,1.05995,0.15463,0.44564
0.53802,1.53507,0.22644,0.02976,73.84081,0.30881,-0.50827,72.30574,0.08237,0.25834,5228.12031,0.00678
0.62087,0.72074,0.21919,0.05873,23.60366,0.32766,-0.56214,22.88291,0.10847,0.31600,523.62777,0.01177
1.88909,0.74254,0.48633,0.52120,4.21569,1.19801,-1.36789,3.47315,0.71167,1.87112,12.06278,0.50648
1.33099,1.30184,0.17818,0.33111,41.72441,0.67743,-0.99988,40.42257,0.49925,0.99975,1633.98414,0.24925
1.63974,1.00824,0.48082,0.54263,2.55478,1.05026,-1.09711,1.54654,0.56943,1.20365,2.39180,0.32425
0.88559,1.19755,0.19079,0.20707,4.09178,0.37128,-0.67852,2.89422,0.18049,0.46039,8.37651,0.03258
1.94233,1.16728,0.29562,0.66809,20.67902,1.08227,-1.27423,19.51174,0.78665,1.62367,380.70790,0.61882
1.71771,1.01277,0.27348,0.90140,0.93998,0.80078,-0.81631,-0.07280,0.52730,0.66636,0.00530,0.27804
1.43482,1.61244,0.42204,0.24123,5.74682,0.72603,-1.19359,4.13438,0.30400,1.42465,17.09309,0.09241
1.51063,1.17553,0.39959,0.20673,10.62824,0.83365,-1.30390,9.45271,0.43406,1.70016,89.35382,0.18841
1.31854,0.80610,0.21676,0.31200,2.71566,0.64086,-1.00654,1.90956,0.42410,1.01312,3.64644,0.17986
1.57269,1.93570,0.27084,0.33925,40.72314,0.62829,-1.23343,38.78743,0.35745,1.52136,1504.46507,0.12777
0.87826,1.17009,0.14938,0.14052,15.63639,0.36604,-0.73774,14.46630,0.21666,0.54426,209.27371,0.04694
0.72972,1.59217,0.34010,0.08295,10.21499,0.47241,-0.64677,8.62281,0.13231,0.41831,74.35289,0.01751
0.60266,1.84610,0.14775,0.07314,18.95320,0.24709,-0.52952,17.10710,0.09934,0.28039,292.65292,0.00987
1.21015,1.78182,0.23600,0.21222,6.53231,0.57499,-0.99793,4.75049,0.33899,0.99587,22.56713,0.11491
0.77273,1.14552,0.16620,0.52769,0.76837,0.23260,-0.24503,-0.37715,0.06640,0.06004,0.14224,0.00441
0.81762,0.56225,0.22883,0.43514,0.93180,0.37048,-0.38248,0.36955,0.14165,0.14629,0.13657,0.02007
1.92968,1.57887,0.47207,0.42994,32.13334,1.13176,-1.49974,30.55447,0.65970,2.24921,933.57572,0.43520
1.29871,1.34662,0.34023,0.45990,30.04026,0.70218,-0.83881,28.69363,0.36195,0.70360,823.32469,0.13101
1.59145,1.88391,0.40488,0.39667,34.82862,0.65151,-1.19478,32.94472,0.24662,1.42749,1085.35429,0.06082
1.40370,1.23468,0.31146,0.16572,13.25879,0.60136,-1.23799,12.02411,0.28990,1.53261,144.57930,0.08404
0.77867,0.62745,0.27450,0.22006,1.84249,0.41464,-0.55860,1.21504,0.14014,0.31204,1.47631,0.01964
1.02050,1.89930,0.46906,0.16001,13.73157,0.64236,-0.86049,11.83227,0.17330,0.74045,140.00267,0.03003
1.21215,1.00449,0.46821,0.47197,29.27189,0.71699,-0.74018,28.26740,0.24877,0.54787,799.04591,0.06189
0.62810,1.95869,0.30720,0.10175,8.32692,0.40056,-0.52635,6.36823,0.09336,0.27705,40.55434,0.00872
0.61234,0.65924,0.43499,0.11288,7.50584,0.48647,-0.49946,6.84660,0.05148,0.24946,46.87599,0.00265
0.59292,1.36521,0.14768,0.06953,31.60268,0.20025,-0.52339,30.23747,0.05257,0.27394,914.30431,0.00276
1.13257,0.55988,0.27963,0.43328,0.93581,0.52676,-0.69929,0.37593,0.24713,0.48901,0.14132,0.06107
0.65994,1.05020,0.13980,0.26802,1.51283,0.24782,-0.39192,0.46263,0.10802,0.15360,0.21403,0.01167
0.92781,1.44616,0.28226,0.12200,11.36307,0.51475,-0.80581,9.91691,0.23249,0.64933,98.34519,0.05405
