a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
4000.00000,0.60202,0.79068,0.18583,0.16897,3.20698,0.26618,-0.43305,2.41630,0.08035,0.18753,5.83851,0.00646
4000.00000,1.91328,1.27774,0.24092,0.37034,6.51330,0.85264,-1.54294,5.23556,0.61171,2.38065,27.41107,0.37420
4000.00000,1.91606,1.09442,0.37755,0.43093,4.82216,1.02395,-1.48513,3.72774,0.64640,2.20561,13.89604,0.41784
4000.00000,1.55996,1.91096,0.23173,0.20412,14.90991,0.58898,-1.35584,12.99895,0.35725,1.83830,168.97274,0.12763
4000.00000,1.97739,1.91866,0.17884,0.25351,15.83142,0.67381,-1.72388,13.91276,0.49497,2.97178,193.56483,0.24500
4000.00000,1.22020,1.05981,0.29730,0.29799,4.17923,0.60656,-0.92221,3.11942,0.30926,0.85047,9.73078,0.09564
4000.00000,0.64924,1.40626,0.14838,0.11003,8.58339,0.24614,-0.53921,7.17713,0.09776,0.29075,51.51124,0.00956
4000.00000,1.14647,0.76218,0.49484,0.37714,2.30051,0.76797,-0.76933,1.53833,0.27313,0.59187,2.36645,0.07460
4000.00000,0.92939,1.13571,0.35995,0.19639,5.68269,0.54467,-0.73300,4.54698,0.18472,0.53729,20.67500,0.03412
4000.00000,0.74375,1.84255,0.37441,0.10410,12.94568,0.49312,-0.63965,11.10313,0.11871,0.40915,123.27947,0.01409
4000.00000,1.04542,0.82522,0.36784,0.32474,2.56897,0.59504,-0.72068,1.74375,0.22720,0.51938,3.04066,0.05162
4000.00000,1.22788,1.31511,0.22190,0.23618,6.78152,0.51881,-0.99170,5.46641,0.29691,0.98348,29.88164,0.08815
4000.00000,1.08556,1.12366,0.28767,0.24276,4.89630,0.54085,-0.84280,3.77264,0.25318,0.71031,14.23283,0.06410
4000.00000,0.92934,1.19015,0.17738,0.19841,5.47667,0.36431,-0.73092,4.28652,0.18693,0.53425,18.37426,0.03494
4000.00000,0.91940,0.69111,0.35571,0.33597,1.89829,0.52933,-0.58343,1.20718,0.17362,0.34039,1.45729,0.03015
4000.00000,1.33614,0.88403,0.36033,0.36893,3.28283,0.72235,-0.96721,2.39880,0.36202,0.93549,5.75425,0.13106
4000.00000,1.80700,1.99836,0.34311,0.22140,15.93887,0.76422,-1.58560,13.94051,0.42112,2.51412,194.33794,0.17734
4000.00000,1.87072,1.05244,0.24938,0.44932,4.44489,0.89161,-1.42140,3.39245,0.64223,2.02039,11.50869,0.41246
4000.00000,1.72686,0.55755,0.44832,0.78905,1.19225,1.01444,-0.93781,0.63471,0.56612,0.87949,0.40285,0.32049
4000.00000,1.80733,1.17011,0.23719,0.38391,5.57471,0.79726,-1.42342,4.40460,0.56007,2.02611,19.40052,0.31368
4000.00000,1.13134,1.94213,0.33971,0.14386,15.29226,0.56434,-0.98748,13.35013,0.22463,0.97512,178.22597,0.05046
4000.00000,1.79167,0.61751,0.12903,0.74632,1.47025,0.73650,-1.04535,0.85274,0.60747,1.09276,0.72717,0.36902
4000.00000,0.68763,0.69467,0.32273,0.27961,1.47621,0.42095,-0.40802,0.78154,0.09823,0.16648,0.61080,0.00965
4000.00000,1.75539,1.99323,0.10903,0.22256,16.06351,0.51441,-1.53284,14.07028,0.40538,2.34958,197.97291,0.16433
4000.00000,1.68046,0.58457,0.24775,0.73494,1.32414,0.76968,-0.94552,0.73957,0.52193,0.89402,0.54696,0.27241
4000.00000,1.37806,1.32142,0.35619,0.26146,6.86400,0.71738,-1.11660,5.54257,0.36118,1.24680,30.72009,0.13045
4000.00000,1.76066,1.55194,0.41562,0.28252,9.61551,0.89356,-1.47814,8.06357,0.47795,2.18490,65.02113,0.22843
4000.00000,1.38637,1.98383,0.16673,0.17283,16.45490,0.47200,-1.21355,14.47108,0.30527,1.47270,209.41209,0.09319
4000.00000,1.91851,1.11339,0.36479,0.42999,4.95884,0.99919,-1.48852,3.84545,0.63440,2.21569,14.78747,0.40247
4000.00000,1.29288,1.71591,0.39421,0.19500,10.93494,0.69001,-1.09788,9.21903,0.29580,1.20534,84.99052,0.08750
4000.00000,1.87981,0.58273,0.42826,0.79372,1.41115,1.07806,-1.08609,0.82842,0.64980,1.17958,0.68627,0.42224
4000.00000,0.51253,0.75290,0.33232,0.17437,2.18819,0.39052,-0.33816,1.43529,0.05821,0.11435,2.06005,0.00339
4000.00000,0.50193,0.68024,0.31382,0.20842,1.47492,0.36556,-0.29351,0.79468,0.05174,0.08615,0.63152,0.00268
4000.00000,0.78802,1.76000,0.38997,0.11286,11.90024,0.52313,-0.67516,10.14025,0.13317,0.45584,102.82462,0.01773
4000.00000,1.37034,1.85605,0.22807,0.18519,14.35218,0.53228,-1.18515,12.49612,0.30421,1.40458,156.15313,0.09254
4000.00000,0.96977,0.76826,0.46077,0.32130,2.25704,0.65536,-0.64847,1.48878,0.19459,0.42051,2.21646,0.03787
4000.00000,1.95683,1.15705,0.44441,0.43677,5.02427,1.09720,-1.52006,3.86722,0.65279,2.31059,14.95542,0.42613
4000.00000,1.83453,1.16065,0.46047,0.39584,5.50898,1.04189,-1.43869,4.34833,0.58142,2.06984,18.90800,0.33804
4000.00000,1.50103,0.56577,0.23065,0.70078,1.13176,0.64533,-0.80025,0.56599,0.41468,0.64040,0.32035,0.17196
4000.00000,1.15745,0.89404,0.16589,0.32801,3.05941,0.44656,-0.82944,2.16537,0.28067,0.68797,4.68883,0.07878
4000.00000,0.60834,0.72118,0.12930,0.20460,2.23772,0.21105,-0.40375,1.51654,0.08175,0.16301,2.29989,0.00668
4000.00000,1.21549,1.46342,0.11534,0.20816,8.50469,0.39385,-1.00733,7.04128,0.27850,1.01471,49.57957,0.07756
4000.00000,1.46420,1.53920,0.44839,0.23719,9.62736,0.82817,-1.22702,8.08816,0.37978,1.50557,65.41834,0.14423
4000.00000,1.27644,1.36682,0.39973,0.22966,7.94067,0.72671,-1.04679,6.57385,0.32698,1.09577,43.21555,0.10692
4000.00000,0.64049,1.65213,0.39889,0.09811,10.70140,0.49022,-0.54238,9.04926,0.09134,0.29418,81.88912,0.00834
4000.00000,1.90399,1.51718,0.26577,0.31725,9.38209,0.81657,-1.58674,7.86491,0.55080,2.51775,61.85675,0.30338
4000.00000,0.57374,0.54659,0.32167,0.25884,1.21925,0.38532,-0.31490,0.67266,0.06365,0.09916,0.45248,0.00405
4000.00000,0.60856,1.93120,0.18930,0.08369,13.03150,0.27135,-0.52487,11.10030,0.08204,0.27549,123.21662,0.00673
4000.00000,0.64419,1.13686,0.47347,0.14470,4.95684,0.56869,-0.49949,3.81998,0.09522,0.24949,14.59227,0.00907
4000.00000,1.49791,0.61805,0.34150,0.57389,1.67825,0.78672,-0.92402,1.06020,0.44522,0.85380,1.12403,0.19822
4000.00000,0.75691,1.61246,0.22106,0.12215,9.52639,0.34422,-0.63476,7.91394,0.12316,0.40292,62.63038,0.01517
4000.00000,0.87081,1.62256,0.20481,0.13132,10.96777,0.36398,-0.73949,9.34521,0.15917,0.54684,87.33289,0.02533
4000.00000,1.48913,1.43705,0.21302,0.26647,7.86512,0.60898,-1.22266,6.42807,0.39596,1.49490,41.32010,0.15679
4000.00000,0.87342,0.98666,0.23369,0.21670,4.07597,0.40245,-0.65671,3.08932,0.16876,0.43127,9.54387,0.02848
4000.00000,1.18325,0.54624,0.45168,0.49521,1.43691,0.72188,-0.68804,0.89068,0.27020,0.47340,0.79330,0.07301
4000.00000,0.53659,1.37214,0.31957,0.09758,7.64245,0.38733,-0.43901,6.27031,0.06776,0.19273,39.31679,0.00459
4000.00000,1.90528,0.74679,0.19343,0.64358,2.16865,0.87711,-1.26170,1.42186,0.68368,1.59190,2.02170,0.46741
4000.00000,1.57919,1.78185,0.20278,0.22035,12.88418,0.58146,-1.35884,11.10233,0.37868,1.84644,123.26177,0.14340
4000.00000,0.88024,1.91081,0.46238,0.11439,14.36740,0.61521,-0.76586,12.45659,0.15283,0.58653,155.16669,0.02336
4000.00000,1.17746,1.78509,0.47764,0.16387,12.88435,0.72644,-1.01359,11.09925,0.24880,1.02737,123.19338,0.06190
4000.00000,0.73743,1.18349,0.34228,0.16427,5.06394,0.46415,-0.57316,3.88045,0.12187,0.32851,15.05787,0.01485
4000.00000,0.60086,1.19703,0.42829,0.12541,5.73714,0.50993,-0.47545,4.54010,0.08164,0.22605,20.61255,0.00666
4000.00000,0.95483,1.54699,0.41610,0.15108,9.82569,0.60081,-0.80375,8.27870,0.18470,0.64601,68.53692,0.03411
4000.00000,0.70456,0.79503,0.12213,0.23116,2.34413,0.22775,-0.47339,1.54910,0.10562,0.22410,2.39971,0.01116
4000.00000,0.79058,1.01874,0.24314,0.18426,4.69575,0.38363,-0.60632,3.67701,0.14049,0.36762,13.52041,0.01974
4000.00000,1.48067,1.08058,0.35889,0.33544,4.76942,0.80266,-1.14523,3.68885,0.44377,1.31154,13.60759,0.19694
4000.00000,0.65699,1.73397,0.18402,0.09554,11.73702,0.27819,-0.56145,10.00305,0.09417,0.31522,100.06106,0.00887
4000.00000,1.70246,1.16230,0.29625,0.36786,5.31468,0.81324,-1.33460,4.15238,0.51700,1.78116,17.24227,0.26729
4000.00000,1.36553,0.83172,0.20765,0.40974,2.82992,0.58916,-0.95579,1.99820,0.38152,0.91353,3.99281,0.14555
4000.00000,1.82098,1.11937,0.31500,0.40221,5.04926,0.91634,-1.41877,3.92990,0.60134,2.01290,15.44409,0.36161
4000.00000,0.67064,1.11644,0.35913,0.16009,4.33203,0.46134,-0.51055,3.21559,0.10221,0.26066,10.34003,0.01045
4000.00000,1.65878,0.75325,0.42872,0.54904,2.24737,0.97233,-1.10974,1.49412,0.54361,1.23153,2.23239,0.29551
4000.00000,1.03901,1.21304,0.24541,0.21120,5.97894,0.47342,-0.82781,4.76590,0.22801,0.68527,22.71378,0.05199
4000.00000,1.43742,1.59331,0.47277,0.22209,10.58511,0.83290,-1.21533,8.99181,0.36014,1.47702,80.85256,0.12970
4000.00000,1.84066,1.29471,0.36774,0.35485,6.65146,0.93099,-1.48581,5.35674,0.56325,2.20762,28.69469,0.31726
4000.00000,1.39746,0.54646,0.20996,0.62271,1.26991,0.57738,-0.77475,0.72346,0.36742,0.60024,0.52339,0.13500
4000.00000,1.27437,0.73062,0.46869,0.45449,1.92487,0.80233,-0.81988,1.19424,0.33364,0.67221,1.42622,0.11132
4000.00000,1.15801,1.67300,0.41358,0.17431,11.20303,0.66807,-0.98370,9.53002,0.25449,0.96766,90.82133,0.06477
4000.00000,0.91102,0.97226,0.14672,0.23676,3.68998,0.33063,-0.67426,2.71772,0.18391,0.45463,7.38599,0.03382
4000.00000,1.58040,1.53092,0.13830,0.25926,8.94766,0.56487,-1.32114,7.41674,0.42657,1.74542,55.00798,0.18196
4000.00000,1.54026,0.55957,0.43576,0.67910,1.27054,0.89098,-0.86117,0.71097,0.45521,0.74161,0.50548,0.20722
4000.00000,1.20982,1.42659,0.28253,0.21665,7.73164,0.57028,-0.99317,6.30505,0.28775,0.98639,39.75365,0.08280
4000.00000,0.84513,1.10912,0.43049,0.19019,5.01149,0.58747,-0.65493,3.90236,0.15699,0.42894,15.22844,0.02464
4000.00000,0.86845,0.66392,0.41775,0.32530,1.80212,0.57458,-0.54315,1.13820,0.15683,0.29501,1.29551,0.02459
4000.00000,1.96960,0.90241,0.11639,0.52827,3.54054,0.84020,-1.44133,2.63813,0.72381,2.07744,6.95973,0.52390
4000.00000,1.80530,0.70798,0.15092,0.62217,2.14654,0.79457,-1.18313,1.43856,0.64365,1.39979,2.06945,0.41428
4000.00000,1.00447,0.85173,0.29226,0.29651,2.85359,0.50937,-0.70796,2.00187,0.21711,0.50121,4.00747,0.04714
4000.00000,1.17369,1.35600,0.27424,0.21648,7.41508,0.55409,-0.95720,6.05908,0.27986,0.91624,36.71247,0.07832
4000.00000,1.41429,1.37779,0.24790,0.25739,7.43721,0.61855,-1.15690,6.05942,0.37066,1.33842,36.71659,0.13739
4000.00000,1.52460,1.49109,0.48024,0.24930,9.39197,0.89550,-1.27530,7.90088,0.41526,1.62640,62.42386,0.17244
4000.00000,1.29846,1.85798,0.13322,0.17497,13.90098,0.42424,-1.12349,12.04300,0.29103,1.26223,145.03378,0.08470
4000.00000,1.08328,0.57112,0.42047,0.50709,1.13463,0.64847,-0.57618,0.56350,0.22800,0.33199,0.31754,0.05198
4000.00000,1.24943,0.95782,0.48950,0.33083,3.50083,0.81864,-0.91860,2.54301,0.32914,0.84383,6.46688,0.10833
4000.00000,0.75756,1.29475,0.21599,0.15505,5.97185,0.34118,-0.60252,4.67710,0.12519,0.36302,21.87530,0.01567
4000.00000,0.69040,1.90042,0.44694,0.08914,15.13632,0.55026,-0.60127,13.23590,0.10332,0.36152,175.18895,0.01067
4000.00000,1.52219,0.59530,0.25850,0.59081,1.67704,0.71586,-0.93138,1.08174,0.45736,0.86746,1.17016,0.20918
4000.00000,1.46728,1.06091,0.48038,0.34467,4.58497,0.90502,-1.12261,3.52406,0.42464,1.26026,12.41903,0.18032
4000.00000,1.30133,1.73570,0.14126,0.18261,13.03012,0.44146,-1.11872,11.29441,0.30020,1.25153,127.56378,0.09012
4000.00000,1.10344,1.67494,0.48511,0.16307,11.46997,0.71282,-0.94038,9.79504,0.22771,0.88431,95.94274,0.05185
4000.00000,0.57840,1.52831,0.27449,0.09250,9.99683,0.35101,-0.48590,8.46852,0.07652,0.23610,71.71582,0.00586
4000.00000,1.45714,0.93223,0.19440,0.37448,3.82458,0.62366,-1.08266,2.89235,0.42925,1.17215,8.36569,0.18426
4000.00000,1.28024,1.04723,0.44936,0.30386,4.36027,0.78453,-0.97638,3.31304,0.33517,0.95331,10.97626,0.11234
4000.00000,1.51596,0.93437,0.33088,0.40347,3.52994,0.79446,-1.11249,2.59557,0.46358,1.23763,6.73698,0.21490
4000.00000,1.49611,0.88263,0.15081,0.41811,3.20142,0.60096,-1.07800,2.31879,0.45015,1.16209,5.37681,0.20263
4000.00000,0.52376,1.33672,0.25178,0.09794,7.05818,0.31443,-0.42582,5.72147,0.06264,0.18132,32.73521,0.00392
4000.00000,1.80692,0.78887,0.13905,0.59058,2.33414,0.74670,-1.21633,1.54526,0.60765,1.47947,2.38784,0.36924
4000.00000,1.38400,1.28771,0.18120,0.26811,6.70145,0.54546,-1.11589,5.41374,0.36426,1.24521,29.30857,0.13269
4000.00000,1.55411,1.68906,0.35165,0.22662,11.85628,0.73311,-1.32749,10.16723,0.38147,1.76222,103.37254,0.14552
4000.00000,0.82420,1.38631,0.46528,0.15310,7.24578,0.61263,-0.67111,5.85948,0.14735,0.45038,34.33347,0.02171
4000.00000,1.42056,1.69031,0.13424,0.20504,11.99466,0.48284,-1.21552,10.30436,0.34860,1.47748,106.17981,0.12152
4000.00000,1.01371,0.66194,0.12786,0.40106,1.62334,0.33690,-0.61265,0.96139,0.20905,0.37534,0.92428,0.04370
4000.00000,1.09713,0.53967,0.23422,0.56039,0.93251,0.45324,-0.53674,0.39284,0.21902,0.28809,0.15433,0.04797
4000.00000,1.16191,0.52694,0.12980,0.53712,1.17505,0.38544,-0.62479,0.64812,0.25564,0.39036,0.42006,0.06535
4000.00000,1.65698,1.76216,0.34708,0.23561,12.96667,0.76317,-1.42138,11.20451,0.41610,2.02032,125.54103,0.17314
4000.00000,1.56302,0.82228,0.11613,0.46732,2.73651,0.60039,-1.09570,1.91423,0.48426,1.20055,3.66428,0.23451
4000.00000,1.21513,0.90601,0.11167,0.34181,3.12507,0.42397,-0.87332,2.21906,0.31231,0.76269,4.92424,0.09753
4000.00000,1.78665,1.24247,0.15237,0.35387,6.55540,0.70336,-1.43278,5.31292,0.55098,2.05286,28.22714,0.30358
4000.00000,0.68891,1.85465,0.44569,0.09291,13.84333,0.55016,-0.59600,11.98868,0.10447,0.35522,143.72848,0.01091
4000.00000,1.67871,1.19369,0.47639,0.35540,5.57303,0.99211,-1.32332,4.37934,0.51573,1.75116,19.17866,0.26598
4000.00000,0.76970,1.20164,0.48723,0.15660,6.10255,0.62174,-0.61310,4.90091,0.13451,0.37589,24.01893,0.01809
4000.00000,1.77866,1.32260,0.17893,0.33724,6.91529,0.71014,-1.44142,5.59268,0.53121,2.07770,31.27812,0.28219
4000.00000,1.71904,0.69891,0.19336,0.62888,1.89677,0.76328,-1.09016,1.19786,0.56992,1.18844,1.43487,0.32481
4000.00000,1.42752,0.66965,0.16253,0.54946,1.71212,0.56917,-0.87806,1.04247,0.40664,0.77099,1.08675,0.16536
4000.00000,0.75614,0.84026,0.33020,0.22382,2.81990,0.45726,-0.53232,1.97965,0.12706,0.28337,3.91901,0.01615
4000.00000,0.88691,1.23727,0.49021,0.17627,6.28550,0.66265,-0.71064,5.04823,0.17244,0.50500,25.48458,0.02974
4000.00000,1.93885,1.57349,0.41526,0.30712,10.14180,0.96897,-1.63173,8.56831,0.55371,2.66254,73.41589,0.30660
4000.00000,1.24855,1.89730,0.33333,0.16229,14.36974,0.60160,-1.08626,12.47244,0.26827,1.17997,155.56179,0.07197
4000.00000,1.17273,1.97097,0.24011,0.15059,14.98774,0.48428,-1.02214,13.01677,0.24417,1.04477,169.43627,0.05962
4000.00000,1.35774,0.88046,0.19122,0.38190,3.15283,0.56777,-0.97584,2.27237,0.37654,0.95226,5.16365,0.14178
4000.00000,0.96295,0.69549,0.17963,0.36549,1.69374,0.36989,-0.59746,0.99826,0.19026,0.35696,0.99652,0.03620
4000.00000,1.46107,1.12089,0.20802,0.32110,5.19910,0.61974,-1.13997,4.07821,0.41172,1.29952,16.63180,0.16951
4000.00000,1.34761,1.78801,0.14699,0.18691,13.23237,0.45816,-1.16070,11.44436,0.31117,1.34721,130.97335,0.09683
4000.00000,1.46425,1.07297,0.48273,0.33747,4.78339,0.90515,-1.12678,3.71042,0.42243,1.26964,13.76723,0.17844
4000.00000,1.99341,0.87899,0.27471,0.56282,3.04395,1.00491,-1.43059,2.16496,0.73019,2.04659,4.68704,0.53318
4000.00000,1.80988,1.55737,0.13408,0.29056,9.95654,0.63757,-1.51932,8.39918,0.50349,2.30833,70.54615,0.25350
4000.00000,0.63722,1.27081,0.19263,0.11871,7.15753,0.28550,-0.51851,5.88672,0.09286,0.26886,34.65345,0.00862
4000.00000,0.77875,1.96699,0.49772,0.09909,14.94715,0.62206,-0.67965,12.98016,0.12434,0.46193,168.48462,0.01546
4000.00000,0.92095,1.95834,0.16135,0.11553,16.22617,0.32896,-0.80542,14.26783,0.16762,0.64870,203.57097,0.02810
4000.00000,0.77829,1.47752,0.38504,0.13726,8.03310,0.51731,-0.64103,6.55558,0.13227,0.41092,42.97563,0.01749
4000.00000,1.17849,1.13658,0.16271,0.25859,5.16465,0.45110,-0.91990,4.02807,0.28840,0.84622,16.22534,0.08317
4000.00000,1.52007,1.45274,0.46382,0.26350,8.59847,0.87201,-1.25656,7.14573,0.40819,1.57895,51.06146,0.16662
4000.00000,0.70438,1.83134,0.28830,0.09845,12.79699,0.39687,-0.60593,10.96565,0.10856,0.36715,120.24539,0.01179
4000.00000,1.09708,1.27045,0.42122,0.21529,6.42473,0.67210,-0.88179,5.15428,0.25089,0.77756,26.56658,0.06294
4000.00000,1.10843,1.51933,0.12684,0.18347,9.15048,0.36934,-0.92496,7.63115,0.24251,0.85555,58.23442,0.05881
4000.00000,1.48422,1.82278,0.29411,0.20544,13.24419,0.64293,-1.27878,11.42141,0.34882,1.63527,130.44857,0.12168
4000.00000,1.08976,1.08165,0.21475,0.24456,4.97556,0.46879,-0.84520,3.89391,0.25405,0.71436,15.16254,0.06454
4000.00000,1.01676,0.59231,0.20799,0.42135,1.45614,0.41931,-0.59541,0.86383,0.21132,0.35451,0.74620,0.04465
4000.00000,1.26962,1.50612,0.43894,0.20975,9.29921,0.74435,-1.05987,7.79309,0.30541,1.12332,60.73222,0.09328
4000.00000,1.29447,1.02166,0.30821,0.32487,3.95452,0.65518,-0.96960,2.93287,0.34697,0.94012,8.60172,0.12039
4000.00000,1.17732,1.11203,0.37499,0.26409,5.05129,0.66318,-0.91323,3.93926,0.28819,0.83399,15.51780,0.08305
4000.00000,1.98975,0.65914,0.19322,0.71257,1.95648,0.95230,-1.27718,1.29734,0.75908,1.63118,1.68308,0.57621
4000.00000,0.53060,1.40673,0.21081,0.09724,7.52828,0.27680,-0.43337,6.12155,0.06599,0.18781,37.47336,0.00435
4000.00000,0.55220,1.11387,0.21568,0.12452,4.93605,0.28694,-0.42768,3.82218,0.07126,0.18291,14.60903,0.00508
4000.00000,0.91317,0.89755,0.31448,0.25637,3.14832,0.49707,-0.65680,2.25077,0.18259,0.43138,5.06595,0.03334
4000.00000,0.79543,1.11914,0.19111,0.17841,4.81604,0.33531,-0.61702,3.69691,0.14420,0.38071,13.66712,0.02079
4000.00000,0.73363,1.82063,0.27349,0.10291,12.57008,0.39312,-0.63072,10.74945,0.11963,0.39781,115.55057,0.01431
4000.00000,1.56055,0.76622,0.20089,0.49928,2.44279,0.68470,-1.06127,1.67657,0.48381,1.12629,2.81089,0.23407
4000.00000,1.30059,0.71575,0.10370,0.45160,2.10509,0.44283,-0.84898,1.38934,0.33913,0.72077,1.93026,0.11501
4000.00000,0.97348,0.63041,0.18918,0.38273,1.63466,0.37978,-0.59075,1.00425,0.19060,0.34898,1.00852,0.03633
4000.00000,1.27841,1.40864,0.48515,0.22936,7.70986,0.80269,-1.04905,6.30122,0.31754,1.10050,39.70543,0.10083
4000.00000,0.98447,0.85588,0.20505,0.28651,2.95311,0.41235,-0.69795,2.09723,0.20730,0.48714,4.39837,0.04297
4000.00000,1.70896,0.93425,0.36565,0.45924,3.53081,0.92921,-1.24972,2.59656,0.56356,1.56179,6.74215,0.31760
4000.00000,1.82502,1.24358,0.22530,0.36305,6.38958,0.80534,-1.46197,5.14601,0.58004,2.13737,26.48138,0.33644
4000.00000,1.10572,0.82212,0.24239,0.34458,2.59143,0.49760,-0.76114,1.76932,0.25521,0.57933,3.13048,0.06513
4000.00000,1.07879,1.97312,0.25644,0.13908,15.29306,0.47247,-0.93971,13.31994,0.21603,0.88305,177.42079,0.04667
4000.00000,1.14777,0.58090,0.30662,0.51626,1.21828,0.56070,-0.63151,0.63738,0.25408,0.39880,0.40625,0.06456
4000.00000,0.87715,0.76036,0.48313,0.28998,2.26819,0.64580,-0.58717,1.50783,0.16266,0.34476,2.27355,0.02646
4000.00000,0.52942,1.50705,0.30926,0.09234,8.22506,0.37429,-0.43707,6.71801,0.06503,0.19103,45.13168,0.00423
4000.00000,1.09784,0.75523,0.20189,0.35743,2.36052,0.45904,-0.74041,1.60530,0.25715,0.54820,2.57697,0.06612
4000.00000,1.96054,0.84596,0.40915,0.59034,2.76212,1.12115,-1.37020,1.91616,0.71200,1.87745,3.67168,0.50694
4000.00000,1.34967,1.20763,0.29833,0.27353,6.22104,0.66214,-1.07614,5.01341,0.36381,1.15807,25.13427,0.13236
