a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
0.85877,0.71337,0.14855,0.20705,4.09221,0.32419,-0.65172,3.37884,0.17563,0.42474,11.41654,0.03085
1.26413,1.99505,0.42559,0.13130,19.13335,0.72247,-1.13283,17.13830,0.29688,1.28330,293.72134,0.08814
1.13913,0.69607,0.45464,0.33272,2.54656,0.71694,-0.80640,1.85049,0.26230,0.65029,3.42432,0.06880
1.74131,1.60042,0.40772,0.32864,42.03783,0.85271,-1.41266,40.43741,0.44499,1.99561,1635.18387,0.19801
0.88972,1.64043,0.15484,0.13862,10.00045,0.29866,-0.75110,8.36002,0.14382,0.56415,69.88992,0.02068
1.18157,1.76654,0.13923,0.14642,15.00604,0.38201,-1.03514,13.23950,0.24278,1.07152,175.28440,0.05894
1.21403,1.06383,0.25779,0.27560,5.03015,0.57753,-0.93843,3.96631,0.31974,0.88065,15.73165,0.10223
1.68036,0.97311,0.37525,0.39116,4.43446,0.97489,-1.28919,3.46135,0.59964,1.66202,11.98092,0.35957
1.85264,1.19222,0.35488,0.44312,4.39133,0.96088,-1.40952,3.19911,0.60600,1.98674,10.23430,0.36723
0.59998,1.27761,0.16007,0.17192,2.97126,0.26076,-0.42806,1.69365,0.10069,0.18323,2.86844,0.01014
0.62719,1.57449,0.12883,0.08180,18.95487,0.20921,-0.54538,17.38038,0.08037,0.29744,302.07769,0.00646
1.02455,1.66198,0.36455,0.14717,14.92947,0.60502,-0.87738,13.26749,0.24047,0.76980,176.02625,0.05783
0.53142,0.62326,0.48714,0.16040,3.18460,0.55628,-0.37101,2.56134,0.06914,0.13765,6.56046,0.00478
0.80853,0.68208,0.34601,0.65992,0.45805,0.40670,-0.14861,-0.22403,0.06069,0.02208,0.05019,0.00368
1.95273,1.69807,0.21713,0.37156,5.91351,0.81304,-1.58117,4.21544,0.59591,2.50011,17.76995,0.35511
1.71765,1.48472,0.15124,0.21960,13.40798,0.57795,-1.49805,11.92327,0.42672,2.24416,142.16426,0.18209
1.41941,1.91461,0.19628,0.17842,20.53357,0.52483,-1.24099,18.61896,0.32855,1.54006,346.66551,0.10795
0.92886,1.72392,0.44455,0.16392,7.54512,0.61386,-0.76494,5.82120,0.16931,0.58514,33.88631,0.02867
1.19081,1.76300,0.39140,0.19380,8.95027,0.61473,-0.99701,7.18727,0.22333,0.99402,51.65683,0.04988
1.97700,1.90608,0.11727,0.40501,34.11166,0.62773,-1.57200,32.20558,0.51046,2.47117,1037.19948,0.26057
0.82027,1.25878,0.43628,0.21453,3.94949,0.62527,-0.60573,2.69071,0.18899,0.36691,7.23994,0.03572
0.94632,1.34753,0.37555,0.26038,3.25402,0.58941,-0.68594,1.90649,0.21385,0.47051,3.63470,0.04573
1.19234,0.51400,0.19867,0.81056,0.50023,0.43829,-0.38178,-0.01377,0.23962,0.14575,0.00019,0.05742
1.33263,1.59961,0.34639,0.17773,16.56699,0.71705,-1.15490,14.96738,0.37065,1.33379,224.02246,0.13738
0.50784,1.64149,0.11412,0.08786,7.04579,0.16195,-0.41999,5.40430,0.04783,0.17639,29.20648,0.00229
0.95841,1.81498,0.49853,0.11814,16.47074,0.72035,-0.84026,14.65576,0.22181,0.70604,214.79137,0.04920
1.38957,1.08729,0.26505,0.31346,4.42257,0.71095,-1.07611,3.33528,0.44590,1.15801,11.12408,0.19882
1.38230,1.22146,0.35693,0.29507,8.51415,0.80561,-1.08723,7.29269,0.44868,1.18207,53.18328,0.20131
1.40523,1.51470,0.42200,0.25175,9.97918,0.77616,-1.15348,8.46448,0.35416,1.33051,71.64743,0.12543
0.58783,1.00136,0.41396,0.24348,1.66527,0.48426,-0.34434,0.66391,0.07031,0.11857,0.44078,0.00494
0.72118,0.99229,0.27361,0.09693,12.75918,0.40393,-0.62425,11.76689,0.13032,0.38969,138.45979,0.01698
1.99752,1.89967,0.35703,0.27704,13.22359,0.91531,-1.72048,11.32392,0.55828,2.96004,128.23109,0.31168
1.11486,1.75970,0.25353,0.16393,11.87060,0.45065,-0.95093,10.11090,0.19712,0.90427,102.23025,0.03886
1.00177,0.53930,0.10968,0.97326,0.20618,0.12305,-0.02851,-0.33311,0.01337,0.00081,0.11096,0.00018
1.91102,0.88895,0.27186,0.68569,1.80366,0.87602,-1.22533,0.91472,0.60415,1.50142,0.83671,0.36500
1.18728,1.22445,0.15339,0.23479,9.35832,0.44347,-0.95249,8.13387,0.29008,0.90724,66.15978,0.08415
1.59426,1.64827,0.16356,0.22645,11.09415,0.59263,-1.36781,9.44588,0.42907,1.87090,89.22462,0.18410
1.93492,0.60344,0.12282,0.63683,2.17686,0.78405,-1.29809,1.57342,0.66123,1.68504,2.47566,0.43723
0.87432,0.90792,0.40376,0.22509,3.76420,0.56126,-0.64923,2.85627,0.15750,0.42149,8.15831,0.02481
1.85966,0.70887,0.31297,0.60787,2.28057,1.06099,-1.25179,1.57170,0.74802,1.56697,2.47024,0.55953
1.49568,1.94509,0.32407,0.18974,11.58020,0.65792,-1.30595,9.63511,0.33385,1.70549,92.83535,0.11146
1.59623,1.97195,0.20261,0.17113,17.20614,0.58178,-1.42511,15.23419,0.37917,2.03093,232.08055,0.14377
1.95801,1.41279,0.23980,0.32001,11.44803,0.80736,-1.63799,10.03524,0.56756,2.68303,100.70599,0.32212
1.77592,1.34183,0.30936,0.34017,10.76973,0.87225,-1.43576,9.42790,0.56289,2.06139,88.88524,0.31685
1.56175,1.31531,0.13269,0.28482,7.71436,0.50641,-1.27693,6.39905,0.37372,1.63055,40.94782,0.13967
1.77496,1.50353,0.28492,0.35891,8.20376,0.81593,-1.41605,6.70022,0.53101,2.00520,44.89299,0.28197
1.26875,1.70961,0.28370,0.18310,20.00858,0.55203,-1.08566,18.29897,0.26833,1.17865,334.85243,0.07200
0.74706,0.99532,0.40270,0.18350,3.98296,0.53359,-0.56356,2.98764,0.13088,0.31760,8.92600,0.01713
1.80587,0.85819,0.28050,0.86223,0.84767,0.78095,-0.94364,-0.01052,0.50045,0.89046,0.00011,0.25045
1.30805,1.24672,0.14219,0.30394,5.10161,0.45703,-1.00411,3.85489,0.31484,1.00824,14.86016,0.09912
1.94671,0.80565,0.30933,0.61905,3.14339,1.06258,-1.32767,2.33774,0.75324,1.76271,5.46505,0.56738
1.69687,1.09396,0.46604,0.34018,5.72019,1.04325,-1.35669,4.62623,0.57721,1.84061,21.40201,0.33317
0.97514,1.78577,0.46246,0.12058,16.13836,0.63836,-0.85457,14.35259,0.17590,0.73028,205.99677,0.03094
1.48144,0.72816,0.27613,0.64094,1.51245,0.68332,-0.84049,0.78430,0.40719,0.70643,0.61512,0.16580
1.12664,1.97617,0.36717,0.13785,15.93942,0.56057,-0.98879,13.96325,0.19340,0.97771,194.97248,0.03740
1.33963,1.29110,0.38774,0.30667,4.03283,0.73800,-1.03296,2.74173,0.35026,1.06701,7.51706,0.12268
1.78727,1.72860,0.31632,0.20196,14.57945,0.76586,-1.58531,12.85085,0.44954,2.51320,165.14435,0.20209
1.18890,1.03670,0.29768,0.36285,2.33512,0.54154,-0.82605,1.29842,0.24386,0.68236,1.68589,0.05947
1.73897,0.65096,0.19595,0.41292,3.75516,0.78729,-1.32604,3.10420,0.59134,1.75839,9.63606,0.34969
1.47672,1.43139,0.24095,0.27977,6.20008,0.64950,-1.19695,4.76869,0.40855,1.43269,22.74036,0.16692
0.68940,1.51427,0.23004,0.14250,5.94578,0.32877,-0.54689,4.43152,0.09873,0.29909,19.63834,0.00975
0.91891,1.46432,0.37766,0.14074,9.85001,0.53440,-0.77817,8.38569,0.15674,0.60555,70.31976,0.02457
0.95592,1.47974,0.47532,0.22952,4.22357,0.67758,-0.72640,2.74382,0.20226,0.52765,7.52856,0.04091
0.89043,1.86079,0.36829,0.10990,14.10913,0.52571,-0.78053,12.24834,0.15742,0.60923,150.02186,0.02478
1.79685,1.31997,0.25216,0.36752,4.21907,0.77575,-1.42933,2.89910,0.52359,2.04297,8.40477,0.27414
1.60986,1.87711,0.21201,0.21241,11.82737,0.61599,-1.39744,9.95026,0.40398,1.95285,99.00765,0.16320
1.70736,0.52701,0.48512,0.90603,0.80669,1.04921,-0.80133,0.27968,0.56409,0.64213,0.07822,0.31819
1.80913,0.66887,0.38147,0.63349,1.95229,1.00277,-1.17564,1.28342,0.62130,1.38213,1.64717,0.38601
1.20315,0.95190,0.33934,0.24623,5.63006,0.69652,-0.95692,4.67816,0.35718,0.91570,21.88522,0.12758
1.85434,1.77840,0.36712,0.25479,11.55620,0.83576,-1.59955,9.77781,0.46864,2.55856,95.60551,0.21963
0.55201,1.37421,0.49818,0.17976,2.25552,0.55610,-0.37224,0.88131,0.05793,0.13856,0.77671,0.00336
1.39847,0.67240,0.13754,0.94635,0.53979,0.43078,-0.45212,-0.13261,0.29324,0.20441,0.01759,0.08599
1.35766,1.27617,0.27217,0.23884,8.14724,0.70079,-1.11882,6.87107,0.42862,1.25175,47.21157,0.18371
1.83878,1.16507,0.34284,0.44228,4.39966,1.05148,-1.39650,3.23459,0.70864,1.95021,10.46258,0.50217
1.26855,0.65634,0.25380,0.47955,1.76684,0.60069,-0.78899,1.11050,0.34689,0.62251,1.23321,0.12033
1.61539,1.25940,0.35364,0.24601,11.96867,0.79307,-1.36938,10.70927,0.43943,1.87520,114.68838,0.19310
0.56847,0.71004,0.21073,0.30493,-0.65810,0.26501,-0.26355,-1.36813,0.05428,0.06946,1.87179,0.00295
1.41617,0.92102,0.18280,0.36252,3.41153,0.57708,-1.05365,2.49050,0.39428,1.11017,6.20259,0.15546
1.35807,1.26900,0.21740,0.35195,3.12151,0.52643,-1.00612,1.85250,0.30904,1.01229,3.43177,0.09551
0.67076,1.01783,0.30296,0.35323,0.85577,0.40669,-0.31753,-0.16206,0.10373,0.10083,0.02626,0.01076
0.69723,0.91210,0.25783,0.16346,4.47139,0.38157,-0.53378,3.55930,0.12374,0.28492,12.66858,0.01531
1.41186,0.96406,0.42952,0.61117,1.19589,0.74725,-0.80069,0.23183,0.31773,0.64111,0.05374,0.10096
0.58929,1.40569,0.37464,0.05694,21.71867,0.44735,-0.53234,20.31298,0.07272,0.28339,412.61715,0.00529
0.68154,1.12842,0.40047,0.08658,16.01170,0.50639,-0.59496,14.88328,0.10591,0.35397,221.51210,0.01122
1.50286,1.51800,0.24477,0.27042,8.12521,0.64466,-1.23244,6.60721,0.39989,1.51891,43.65522,0.15991
1.58596,0.68084,0.46098,0.42346,4.09623,0.91572,-1.16250,3.41539,0.45474,1.35140,11.66490,0.20679
1.13305,0.94256,0.29440,0.34969,2.77219,0.48669,-0.78336,1.82963,0.19229,0.61366,3.34755,0.03698
1.47844,1.76841,0.37700,0.22523,13.07268,0.67994,-1.25320,11.30427,0.30294,1.57052,127.78659,0.09177
1.68348,1.16963,0.41935,0.37375,4.14876,0.81327,-1.30973,2.97913,0.39391,1.71539,8.87524,0.15517
1.05676,1.40161,0.38223,0.20183,6.12773,0.57821,-0.85493,4.72612,0.19598,0.73090,22.33618,0.03841
0.71389,1.83515,0.23835,0.07930,21.87318,0.34963,-0.63459,20.03804,0.11128,0.40270,401.52295,0.01238
1.01091,0.60757,0.26385,0.41864,1.74584,0.50030,-0.59226,1.13827,0.23645,0.35077,1.29566,0.05591
0.82684,1.98205,0.28160,0.10021,13.83402,0.41937,-0.72663,11.85197,0.13777,0.52799,140.46920,0.01898
1.25818,1.94603,0.25368,0.14849,24.67114,0.51983,-1.10969,22.72511,0.26614,1.23141,516.43068,0.07083
0.53503,1.63432,0.28341,0.06899,15.92400,0.34885,-0.46604,14.28968,0.06544,0.21719,204.19505,0.00428
1.40441,1.74006,0.49361,0.20332,14.48192,0.82206,-1.20110,12.74186,0.32846,1.44263,162.35490,0.10788
1.01058,1.31211,0.16166,0.20648,5.98979,0.41978,-0.80410,4.67768,0.25812,0.64658,21.88069,0.06663
1.16066,0.95350,0.20373,0.24206,5.72702,0.49070,-0.91860,4.77352,0.28696,0.84383,22.78650,0.08235
1.94963,1.33656,0.23891,0.31939,7.86600,0.83806,-1.63024,6.52944,0.59915,2.65768,42.63357,0.35898
1.23335,1.10267,0.49754,0.44246,2.19093,0.82855,-0.79089,1.08826,0.33101,0.62550,1.18432,0.10956
0.80197,1.09271,0.11578,0.19244,4.40292,0.22888,-0.60953,3.31021,0.11310,0.37152,10.95749,0.01279
1.86418,1.58321,0.31335,0.29839,7.36346,0.84601,-1.56579,5.78025,0.53266,2.45169,33.41128,0.28372
1.69132,0.91365,0.45084,0.56174,1.72571,0.96850,-1.12958,0.81206,0.51767,1.27594,0.65944,0.26798
1.22511,1.79532,0.33549,0.15052,16.69118,0.57509,-1.07459,14.89586,0.23960,1.15475,221.88671,0.05741
1.07981,1.26691,0.29693,0.21830,5.66537,0.57739,-0.86151,4.39846,0.28046,0.74220,19.34642,0.07866
1.36029,1.93407,0.18019,0.19414,18.87100,0.47280,-1.16616,16.93692,0.29262,1.35993,286.85941,0.08562
1.83964,0.59369,0.45339,0.78131,1.40611,1.31313,-1.05832,0.81242,0.85975,1.12004,0.66003,0.73916
0.52867,1.21527,0.37509,0.17459,2.32242,0.42844,-0.35409,1.10716,0.05335,0.12538,1.22580,0.00285
1.03807,1.70666,0.21150,0.15058,14.59198,0.40890,-0.88750,12.88532,0.19740,0.78765,166.03160,0.03897
1.60680,1.75122,0.39619,0.24602,14.89129,0.83268,-1.36079,13.14007,0.43649,1.85174,172.66143,0.19052
1.64917,1.76888,0.34544,0.39277,35.17481,0.71898,-1.25641,33.40592,0.37354,1.57856,1115.95580,0.13953
1.11066,0.59901,0.23953,0.30591,3.59128,0.44353,-0.80475,2.99226,0.20401,0.64762,8.95364,0.04162
1.25094,1.69177,0.38283,0.15546,23.56528,0.66426,-1.09547,21.87351,0.28143,1.20006,478.45036,0.07920
0.84858,0.92151,0.42139,0.54910,0.55050,0.53613,-0.29947,-0.37101,0.11473,0.08968,0.13765,0.01316
1.21466,0.83904,0.35619,0.94726,0.42804,0.40349,-0.26739,-0.41101,0.04730,0.07150,0.16893,0.00224
0.68438,1.83299,0.30123,0.09873,14.04117,0.42647,-0.58565,12.20819,0.12524,0.34299,149.03981,0.01569
1.52393,0.86290,0.38558,0.64286,1.50794,0.81402,-0.88106,0.64504,0.42844,0.77627,0.41608,0.18356
0.71431,1.66302,0.20856,0.09852,12.55342,0.31079,-0.61579,10.89040,0.10223,0.37920,118.60082,0.01045
0.58150,1.62297,0.22703,0.04849,60.71929,0.29917,-0.53301,59.09633,0.07214,0.28410,3492.37574,0.00520
1.56046,0.59403,0.43574,0.33756,6.50917,1.04333,-1.22291,5.91513,0.60760,1.49550,34.98877,0.36917
0.65284,1.04035,0.20816,0.23419,1.73135,0.31078,-0.41865,0.69100,0.10262,0.17527,0.47749,0.01053
1.15073,1.86491,0.25093,0.18093,7.66204,0.49554,-0.96980,5.79713,0.24462,0.94051,33.60671,0.05984
1.08147,1.44907,0.38154,0.13309,27.52602,0.63941,-0.94838,26.07695,0.25787,0.89942,680.00728,0.06650
1.94907,1.64156,0.48031,0.28513,10.32651,0.97721,-1.66394,8.68495,0.49690,2.76869,75.42838,0.24691
1.46622,0.57228,0.24402,1.66506,0.18154,-0.11949,0.19884,-0.39074,-0.36351,0.03954,0.15267,0.13214
0.81332,1.05306,0.24793,0.14290,10.85056,0.39058,-0.67042,9.79750,0.14266,0.44946,95.99104,0.02035
1.77552,0.81799,0.36294,0.53775,2.88347,0.95304,-1.23777,2.06548,0.59010,1.53207,4.26621,0.34822
1.41163,0.94295,0.15464,0.44251,2.79485,0.49923,-0.96911,1.85189,0.34459,0.93918,3.42951,0.11874
1.09270,1.56981,0.17969,0.17987,6.87572,0.38820,-0.91282,5.30591,0.20852,0.83325,28.15273,0.04348
0.66727,1.27379,0.20704,0.18372,2.78047,0.30078,-0.48355,1.50667,0.09374,0.23382,2.27007,0.00879
1.10643,1.29641,0.33805,0.15762,18.68021,0.61441,-0.94881,17.38380,0.27636,0.90024,302.19661,0.07637
1.51631,0.96780,0.40960,0.43824,2.82209,0.88357,-1.07807,1.85429,0.47398,1.16224,3.43840,0.22465
0.52542,1.65524,0.42286,0.05011,27.66471,0.49542,-0.47531,26.00948,0.07255,0.22592,676.49284,0.00526
1.02214,1.05761,0.10054,0.21737,5.68966,0.33343,-0.80477,4.63205,0.23289,0.64766,21.45589,0.05424
0.53539,1.84784,0.41328,0.08348,8.75483,0.45879,-0.45191,6.90699,0.04551,0.20422,47.70646,0.00207
0.59854,0.84235,0.19864,0.20796,2.45633,0.27379,-0.39058,1.61397,0.07515,0.15255,2.60491,0.00565
1.93668,1.91409,0.41408,0.26946,8.15419,0.91036,-1.66723,6.24011,0.49629,2.77964,38.93895,0.24630
1.04852,0.83807,0.17833,0.25092,4.92880,0.46498,-0.79760,4.09073,0.28665,0.63616,16.73409,0.08217
0.72044,1.71669,0.35438,0.10538,13.15497,0.45038,-0.61506,11.43828,0.09600,0.37830,130.83435,0.00922
1.87623,0.93576,0.28800,0.63317,1.95329,0.87815,-1.24306,1.01754,0.59016,1.54520,1.03538,0.34829
0.51176,1.44638,0.27907,0.06700,16.39644,0.34099,-0.44476,14.95005,0.06192,0.19781,223.50413,0.00383
1.25091,1.51943,0.13050,0.22292,9.85661,0.41933,-1.02799,8.33718,0.28883,1.05676,69.50856,0.08342
1.14922,0.56585,0.16630,0.47196,1.54861,0.45030,-0.67726,0.98276,0.28400,0.45868,0.96583,0.08066
1.94094,0.79539,0.48057,1.33315,0.46434,0.68355,-0.60779,-0.33105,0.20298,0.36941,0.10959,0.04120
1.39034,0.60962,0.34894,2.08959,0.09603,-0.25080,0.69925,-0.51359,-0.59974,0.48895,0.26377,0.35968
1.91555,1.94020,0.30858,0.26508,9.47738,0.73446,-1.65047,7.53717,0.42588,2.72405,56.80897,0.18137
1.57750,0.87101,0.35625,0.41883,2.95286,0.87270,-1.15866,2.08185,0.51645,1.34250,4.33410,0.26672
1.24834,0.51815,0.10362,0.57163,1.27860,0.34156,-0.67671,0.76045,0.23795,0.45794,0.57828,0.05662
1.77206,1.59329,0.13816,0.25921,11.35908,0.62051,-1.51285,9.76579,0.48235,2.28872,95.37068,0.23266
0.67775,0.93333,0.25913,0.63235,0.31734,0.26140,-0.04541,-0.61598,0.00227,0.00206,0.37944,0.00001
1.63140,1.87764,0.48037,0.20158,14.60676,0.92310,-1.42982,12.72912,0.44273,2.04438,162.03054,0.19601
1.34611,1.03787,0.36265,0.25149,6.89718,0.74192,-1.09462,5.85931,0.37927,1.19819,34.33157,0.14384
0.55839,0.55403,0.17009,0.00000,0.00000,0.23207,-0.55839,-0.55403,0.06198,0.31180,0.30695,0.00384
1.27505,1.63816,0.21300,0.20950,10.48806,0.50148,-1.06555,8.84990,0.28848,1.13540,78.32072,0.08322
1.21450,1.24631,0.18187,0.22646,6.12168,0.46087,-0.98805,4.87537,0.27900,0.97624,23.76927,0.07784
0.81061,0.60674,0.12760,0.00000,0.00000,0.23472,-0.81061,-0.60674,0.10712,0.65709,0.36813,0.01147
1.75374,0.99829,0.37745,0.52659,2.63259,0.86345,-1.22715,1.63431,0.48601,1.50590,2.67096,0.23620
1.30864,0.92371,0.27009,0.24752,7.86173,0.65770,-1.06113,6.93802,0.38761,1.12599,48.13609,0.15024
1.12485,1.28377,0.12185,0.33136,2.20569,0.34165,-0.79348,0.92192,0.21979,0.62962,0.84994,0.04831
0.84562,0.50221,0.39174,0.75921,-0.26432,0.43965,-0.08642,-0.76653,0.04792,0.00747,0.58756,0.00230
1.77264,1.13394,0.22117,0.39906,5.50597,0.85163,-1.37358,4.37203,0.63045,1.88672,19.11461,0.39747
1.05641,1.85291,0.42268,0.23845,4.60739,0.60866,-0.81797,2.75448,0.18599,0.66907,7.58716,0.03459
1.49152,0.61768,0.31780,0.68545,1.06628,0.75699,-0.80607,0.44860,0.43919,0.64974,0.20124,0.19289
1.92833,0.56363,0.20613,0.82626,1.17323,1.00837,-1.10207,0.60960,0.80224,1.21456,0.37161,0.64359
0.65377,1.27078,0.30356,0.12478,7.76910,0.41501,-0.52900,6.49831,0.11145,0.27984,42.22809,0.01242
1.88149,1.54189,0.39159,0.30053,7.31124,0.97415,-1.58097,5.76935,0.58256,2.49945,33.28539,0.33937
1.01801,1.00342,0.49141,0.43270,1.43063,0.71678,-0.58531,0.42722,0.22537,0.34259,0.18251,0.05079
1.92064,1.24439,0.25221,0.40367,7.29405,0.92239,-1.51696,6.04966,0.67018,2.30117,36.59835,0.44914
0.53779,1.75850,0.10457,0.09981,7.32270,0.16902,-0.43798,5.56421,0.06446,0.19183,30.96041,0.00415
1.55731,1.72569,0.31857,0.24340,7.12643,0.70065,-1.31390,5.40074,0.38208,1.72634,29.16802,0.14598
1.79396,0.76888,0.42000,0.55799,2.48443,0.96298,-1.23597,1.71554,0.54298,1.52762,2.94308,0.29483
0.73591,0.96468,0.21602,0.45701,0.66143,0.31181,-0.27890,-0.30325,0.09579,0.07778,0.09196,0.00918
1.43731,1.35762,0.43313,0.29631,4.67849,0.81514,-1.14100,3.32087,0.38201,1.30188,11.02817,0.14593
0.96016,1.02944,0.34852,0.25059,4.38414,0.53055,-0.70958,3.35470,0.18203,0.50350,11.25403,0.03314
1.67564,0.92864,0.27311,0.47299,2.93089,0.78098,-1.20265,2.00225,0.50788,1.44636,4.00900,0.25794
1.91667,1.46260,0.36859,0.28278,8.88424,0.91136,-1.63389,7.42164,0.54276,2.66960,55.08070,0.29459
0.65206,0.91678,0.21053,0.17217,3.59551,0.28898,-0.47989,2.67873,0.07846,0.23029,7.17558,0.00616
0.66996,1.10540,0.39515,0.15845,3.90676,0.47106,-0.51150,2.80136,0.07591,0.26163,7.84763,0.00576
0.89641,0.80800,0.29322,0.18295,5.29863,0.50136,-0.71346,4.49063,0.20815,0.50903,20.16578,0.04333
1.40546,0.61547,0.13023,1.47376,0.20511,0.02408,0.06831,-0.41036,-0.10615,0.00467,0.16840,0.01127
1.43547,1.47276,0.20696,0.24891,14.71854,0.63610,-1.18657,13.24578,0.42914,1.40794,175.45071,0.18416
0.96936,0.90664,0.33907,0.45131,1.13187,0.52563,-0.51805,0.22523,0.18656,0.26838,0.05073,0.03481
1.38138,1.55171,0.37204,0.21228,10.35061,0.71739,-1.16910,8.79890,0.34534,1.36679,77.42068,0.11926
1.17538,1.93637,0.25961,0.15017,11.55074,0.51867,-1.02521,9.61437,0.25906,1.05105,92.43611,0.06711
0.65284,0.51248,0.27343,0.15383,4.75127,0.37764,-0.49901,4.23879,0.10421,0.24901,17.96736,0.01086
0.88807,1.15160,0.38938,0.13836,15.88078,0.60782,-0.74971,14.72918,0.21845,0.56207,216.94864,0.04772
0.86303,1.57108,0.13656,0.12452,13.93047,0.30283,-0.73852,12.35940,0.16627,0.54540,152.75466,0.02765
0.87256,0.82161,0.20832,0.18620,5.20627,0.38129,-0.68637,4.38466,0.17297,0.47110,19.22528,0.02992
1.41010,1.50931,0.13246,0.30755,4.50746,0.49780,-1.10254,2.99815,0.36534,1.21560,8.98891,0.13347
1.89907,1.31638,0.18011,0.39392,6.37759,0.82829,-1.50514,5.06121,0.64818,2.26545,25.61588,0.42013
0.60269,1.05667,0.46831,0.14987,4.13063,0.53137,-0.45282,3.07396,0.06306,0.20505,9.44923,0.00398
1.84302,1.49969,0.41495,0.32639,9.02115,0.85652,-1.51663,7.52145,0.44156,2.30016,56.57227,0.19498
1.14140,1.16382,0.35973,0.27941,3.03247,0.60915,-0.86199,1.86865,0.24942,0.74303,3.49184,0.06221
0.95157,1.25395,0.12247,0.21414,5.77535,0.30251,-0.73742,4.52141,0.18004,0.54380,20.44311,0.03241
0.89035,0.73924,0.16419,0.15510,7.97413,0.36347,-0.73526,7.23489,0.19929,0.54060,52.34362,0.03971
1.72119,1.52770,0.14417,0.24909,11.82058,0.56054,-1.47210,10.29288,0.41637,2.16707,105.94335,0.17337
1.30333,1.03533,0.24152,0.44913,2.15837,0.53383,-0.85420,1.12304,0.29232,0.72965,1.26122,0.08545
1.92922,0.99011,0.24177,0.43300,4.49402,0.90833,-1.49622,3.50391,0.66656,2.23869,12.27736,0.44431
1.25470,0.79079,0.44353,0.45784,1.85064,0.76631,-0.79686,1.05985,0.32278,0.63498,1.12327,0.10419
1.15882,1.41582,0.16415,0.18820,8.23902,0.45205,-0.97061,6.82320,0.28791,0.94209,46.55609,0.08289
0.67633,0.74793,0.10080,0.44494,0.67937,0.16527,-0.23139,-0.06855,0.06447,0.05354,0.00470,0.00416
0.62533,0.52869,0.16630,0.82393,-0.12147,0.08475,0.19860,-0.65016,-0.08155,0.03944,0.42271,0.00665
0.83354,1.27884,0.34310,0.12404,11.17659,0.49576,-0.70951,9.89775,0.15266,0.50340,97.96544,0.02330
0.82933,1.93979,0.34652,0.08594,18.04294,0.45945,-0.74339,16.10314,0.11293,0.55263,259.31119,0.01275
1.54464,1.55322,0.16868,0.23684,10.60759,0.62347,-1.30781,9.05437,0.45480,1.71036,81.98163,0.20684
1.29876,0.67309,0.34226,0.31841,4.35380,0.67177,-0.98035,3.68071,0.32952,0.96108,13.54763,0.10858
0.80938,1.08779,0.45827,0.14462,8.55173,0.55489,-0.66476,7.46394,0.09662,0.44190,55.71041,0.00933
1.68914,0.60357,0.28970,0.80677,1.20157,0.91811,-0.88236,0.59801,0.62841,0.77857,0.35761,0.39490
0.51497,1.58517,0.31426,0.12860,3.97219,0.37596,-0.38637,2.38703,0.06170,0.14928,5.69791,0.00381
1.00044,1.68734,0.28052,0.12910,17.01929,0.46129,-0.87134,15.33196,0.18077,0.75924,235.06884,0.03268
1.70531,1.85266,0.18139,0.43375,31.85131,0.58424,-1.27156,29.99865,0.40285,1.61686,899.91887,0.16229
1.95210,0.59985,0.35933,0.58766,2.95168,1.27641,-1.36443,2.35183,0.91708,1.86168,5.53111,0.84104
1.99577,1.33859,0.22846,0.30506,12.00929,0.77080,-1.69072,10.67070,0.54234,2.85852,113.86380,0.29413
1.05436,1.19636,0.38910,0.21171,5.18927,0.64519,-0.84265,3.99292,0.25610,0.71006,15.94338,0.06559
0.50797,1.70674,0.40912,0.07884,10.74771,0.47923,-0.42914,9.04096,0.07010,0.18416,81.73901,0.00491
1.70450,1.27701,0.15613,0.37448,5.19627,0.75007,-1.33002,3.91925,0.59394,1.76896,15.36054,0.35276
0.79246,1.83561,0.39999,0.16958,5.71644,0.53652,-0.62288,3.88082,0.13653,0.38798,15.06077,0.01864
1.83369,1.36821,0.35296,0.31528,11.62002,1.03042,-1.51842,10.25181,0.67746,2.30558,105.09969,0.45895
0.80338,0.97074,0.19660,0.15106,7.27282,0.36176,-0.65232,6.30208,0.16516,0.42553,39.71619,0.02728
0.78188,0.61546,0.37846,0.27819,2.22522,0.51951,-0.50369,1.60976,0.14105,0.25370,2.59134,0.01989
0.90792,1.53854,0.20562,0.24423,3.46931,0.33790,-0.66369,1.93078,0.13228,0.44049,3.72790,0.01750
0.78639,1.54196,0.18749,0.11759,9.34235,0.33719,-0.66880,7.80039,0.14970,0.44729,60.84608,0.02241
1.66704,1.64128,0.17509,0.29135,12.57426,0.56109,-1.37569,10.93298,0.38600,1.89251,119.53012,0.14899
0.54672,0.88936,0.11347,0.59808,0.16734,0.10070,0.05135,-0.72202,-0.01277,0.00264,0.52132,0.00016
1.50027,0.98454,0.45917,0.45187,2.43123,0.93141,-1.04840,1.44669,0.47224,1.09914,2.09291,0.22301
1.73812,1.76731,0.19960,0.26187,11.24369,0.67563,-1.47625,9.47638,0.47603,2.17932,89.80180,0.22660
1.99644,0.86224,0.11614,0.50314,3.86755,0.99454,-1.49331,3.00531,0.87840,2.22996,9.03186,0.77159
0.96917,1.48151,0.19281,0.14421,17.42072,0.40629,-0.82495,15.93921,0.21349,0.68055,254.05835,0.04558
