a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
1.38535,1.04146,0.13663,0.43310,2.23826,0.43629,-0.95224,1.19680,0.29965,0.90676,1.43232,0.08979
1.80942,1.59834,0.42262,0.30294,8.29307,0.96200,-1.50648,6.69473,0.53937,2.26948,44.81941,0.29092
1.23414,0.83181,0.49507,0.69661,0.73330,0.76324,-0.53752,-0.09852,0.26818,0.28893,0.00971,0.07192
1.54613,0.94602,0.46976,0.66647,1.27132,0.87222,-0.87966,0.32530,0.40246,0.77380,0.10582,0.16197
1.76682,0.97865,0.43157,0.39678,7.42086,0.92899,-1.37005,6.44221,0.49742,1.87703,41.50210,0.24743
0.61543,1.54443,0.23595,0.11792,6.19813,0.31868,-0.49751,4.65370,0.08273,0.24752,21.65692,0.00684
1.68608,0.97813,0.35036,0.55172,2.24164,0.76922,-1.13436,1.26351,0.41886,1.28678,1.59647,0.17544
1.80515,0.53190,0.44988,0.97235,0.99697,0.93795,-0.83280,0.46506,0.48807,0.69356,0.21628,0.23821
1.44126,1.81052,0.49363,0.16701,13.15631,0.76458,-1.27425,11.34579,0.27095,1.62371,128.72703,0.07341
0.85817,0.66571,0.24185,0.23275,3.14028,0.38503,-0.62542,2.47457,0.14318,0.39115,6.12349,0.02050
0.52681,1.98158,0.27111,0.06827,16.09278,0.32510,-0.45854,14.11120,0.05399,0.21026,199.12600,0.00291
1.67952,0.63412,0.26703,1.13561,0.54511,0.59582,-0.54391,-0.08900,0.32879,0.29583,0.00792,0.10810
0.75055,1.98675,0.19267,0.15358,6.31194,0.32404,-0.59697,4.32519,0.13137,0.35637,18.70723,0.01726
0.84600,0.76479,0.18819,0.21879,4.43063,0.33589,-0.62721,3.66584,0.14770,0.39339,13.43836,0.02181
1.95365,1.82568,0.47110,0.24706,8.89339,0.94509,-1.70659,7.06771,0.47399,2.91246,49.95252,0.22467
1.54403,0.73084,0.42633,0.37490,3.69773,0.94967,-1.16913,2.96689,0.52333,1.36686,8.80241,0.27388
1.37013,0.63723,0.45098,0.49664,2.21210,0.86707,-0.87349,1.57487,0.41608,0.76299,2.48021,0.17313
0.63048,1.11268,0.24908,0.12840,7.54990,0.34034,-0.50208,6.43722,0.09126,0.25209,41.43778,0.00833
0.83027,1.52489,0.13045,0.16812,5.03982,0.20950,-0.66215,3.51493,0.07905,0.43845,12.35472,0.00625
1.73702,1.02171,0.37121,0.40917,4.23927,0.98434,-1.32785,3.21755,0.61314,1.76318,10.35264,0.37594
1.48768,1.77587,0.44692,0.23083,10.88386,0.82232,-1.25685,9.10799,0.37540,1.57967,82.95550,0.14093
1.42792,1.62907,0.16344,0.25065,6.92028,0.50387,-1.17726,5.29120,0.34043,1.38595,27.99684,0.11589
1.61526,0.74114,0.42719,0.71591,1.18352,0.87370,-0.89935,0.44238,0.44651,0.80883,0.19570,0.19937
1.42539,1.97178,0.35273,0.22402,16.35324,0.69045,-1.20137,14.38146,0.33772,1.44328,206.82633,0.11406
0.66047,1.64154,0.31651,0.16327,3.12876,0.42471,-0.49720,1.48722,0.10821,0.24721,2.21181,0.01171
0.65376,1.90584,0.37515,0.05741,33.89465,0.48223,-0.59635,31.98881,0.10707,0.35564,1023.28381,0.01146
1.37326,1.01882,0.34837,0.24751,8.87744,0.76303,-1.12575,7.85861,0.41466,1.26731,61.75781,0.17194
0.53319,0.98542,0.29546,0.27980,1.08036,0.34056,-0.25339,0.09494,0.04510,0.06421,0.00901,0.00203
1.99569,1.13927,0.28055,0.45785,6.43095,1.01604,-1.53784,5.29168,0.73549,2.36494,28.00183,0.54094
0.62357,1.52075,0.36180,0.08148,15.17855,0.45834,-0.54209,13.65780,0.09654,0.29386,186.53542,0.00932
1.45779,1.09639,0.20969,0.51869,1.63353,0.63643,-0.93910,0.53714,0.42674,0.88191,0.28852,0.18211
0.81966,0.54670,0.36067,0.37061,1.37834,0.49051,-0.44905,0.83164,0.12985,0.20165,0.69163,0.01686
0.77829,1.80293,0.41064,0.13699,8.01992,0.54455,-0.64130,6.21699,0.13391,0.41127,38.65093,0.01793
0.69687,0.54879,0.46834,0.46289,0.65302,0.53374,-0.23397,0.10424,0.06540,0.05474,0.01087,0.00428
0.68778,1.52835,0.27212,0.09061,15.29901,0.36861,-0.59717,13.77066,0.09649,0.35661,189.63117,0.00931
0.90349,1.69634,0.22414,0.09651,16.06691,0.38424,-0.80698,14.37057,0.16010,0.65122,206.51328,0.02563
0.93749,1.54247,0.44405,0.15717,7.86901,0.62603,-0.78033,6.32653,0.18198,0.60891,40.02502,0.03312
0.86307,1.97999,0.15700,0.11807,14.69097,0.33331,-0.74500,12.71098,0.17632,0.55502,161.56899,0.03109
0.51466,0.98969,0.30708,0.07149,13.55940,0.36848,-0.44316,12.56970,0.06139,0.19639,157.99747,0.00377
1.09538,0.69907,0.32702,0.50234,1.23230,0.53109,-0.59304,0.53323,0.20408,0.35170,0.28433,0.04165
0.65685,1.45465,0.38259,0.07642,22.69679,0.50488,-0.58043,21.24214,0.12229,0.33690,451.22866,0.01495
1.57113,1.70259,0.23578,0.24683,8.90179,0.68814,-1.32430,7.19920,0.45236,1.75378,51.82844,0.20463
1.46537,1.28960,0.39264,0.23231,12.67465,0.75060,-1.23306,11.38505,0.35796,1.52043,129.61936,0.12813
1.48806,1.24729,0.32215,0.33130,4.68027,0.73642,-1.15676,3.43298,0.41428,1.33809,11.78532,0.17163
1.52034,0.60830,0.11226,0.48567,2.54652,0.67472,-1.03468,1.93823,0.56246,1.07056,3.75672,0.31636
1.61406,1.13824,0.23837,0.38360,5.07278,0.73835,-1.23046,3.93454,0.49998,1.51404,15.48064,0.24998
1.58789,1.23000,0.44937,0.36438,3.80453,0.80938,-1.22351,2.57452,0.36001,1.49697,6.62817,0.12960
1.86855,0.81599,0.34919,0.63147,2.19532,0.94124,-1.23707,1.37933,0.59206,1.53034,1.90255,0.35053
1.86355,0.76952,0.19502,0.99550,0.73419,0.73260,-0.86805,-0.03534,0.53758,0.75351,0.00125,0.28899
0.87085,1.80612,0.27812,0.09741,15.91813,0.45694,-0.77344,14.11201,0.17881,0.59820,199.14880,0.03197
1.08662,1.95412,0.20325,0.13160,14.78635,0.44771,-0.95502,12.83223,0.24446,0.91207,164.66608,0.05976
1.95473,1.18068,0.19442,0.33438,10.95616,0.86414,-1.62035,9.77548,0.66972,2.62554,95.55996,0.44853
1.74333,1.14633,0.19949,0.40435,4.81237,0.68794,-1.33897,3.66604,0.48846,1.79284,13.43982,0.23859
0.55501,1.60460,0.36552,0.08378,11.57138,0.43970,-0.47123,9.96678,0.07418,0.22206,99.33663,0.00550
1.80241,0.80876,0.14477,0.45916,3.77776,0.79992,-1.34325,2.96900,0.65515,1.80431,8.81494,0.42922
0.55902,0.68316,0.28088,0.59574,-0.16800,0.27020,0.03672,-0.85116,-0.01068,0.00135,0.72448,0.00011
0.72251,1.97995,0.48605,0.07112,41.40062,0.59925,-0.65139,39.42068,0.11320,0.42431,1553.98963,0.01281
1.18211,1.27339,0.29554,0.21461,6.45958,0.62189,-0.96750,5.18619,0.32635,0.93606,26.89654,0.10651
1.51015,1.95487,0.13756,0.18794,15.66671,0.52262,-1.32221,13.71185,0.38506,1.74823,188.01470,0.14827
1.53894,1.75717,0.47785,0.21899,11.47236,0.95947,-1.31995,9.71519,0.48162,1.74227,94.38494,0.23196
1.35591,0.54558,0.47238,0.78068,0.79294,0.70388,-0.57523,0.24736,0.23150,0.33089,0.06119,0.05359
1.09080,1.47685,0.14264,0.20905,6.63129,0.37758,-0.88174,5.15444,0.23494,0.77747,26.56830,0.05520
1.67358,1.35052,0.39538,0.30913,5.61118,0.77749,-1.36445,4.26066,0.38211,1.86171,18.15321,0.14601
1.71177,1.64343,0.41913,0.26046,11.30468,0.86260,-1.45131,9.66125,0.44348,2.10630,93.33975,0.19667
0.50864,0.98688,0.24658,0.12405,4.99029,0.29900,-0.38459,4.00342,0.05242,0.14791,16.02733,0.00275
0.85632,1.05988,0.19091,0.15000,10.33736,0.39379,-0.70632,9.27748,0.20288,0.49888,86.07161,0.04116
1.19524,1.06968,0.44533,0.28308,4.36892,0.72483,-0.91216,3.29924,0.27950,0.83204,10.88498,0.07812
1.07029,1.09823,0.33207,0.27105,4.05313,0.61774,-0.79924,2.95489,0.28567,0.63879,8.73140,0.08161
1.57718,1.93329,0.10729,0.21197,17.28286,0.46184,-1.36521,15.34958,0.35455,1.86380,235.60957,0.12571
0.59040,1.90165,0.24065,0.05684,30.51979,0.30209,-0.53357,28.61814,0.06144,0.28469,818.99798,0.00378
0.96093,1.70454,0.31566,0.13917,13.98177,0.53769,-0.82176,12.27723,0.22202,0.67529,150.73033,0.04929
1.12032,0.68283,0.17246,0.41979,1.47465,0.43312,-0.70054,0.79182,0.26066,0.49075,0.62697,0.06794
0.66032,1.35097,0.20263,0.33133,0.91232,0.29591,-0.32898,-0.43865,0.09329,0.10823,0.19241,0.00870
0.56512,1.44973,0.48056,0.10741,6.80487,0.55393,-0.45771,5.35514,0.07336,0.20950,28.67758,0.00538
0.81807,1.41647,0.26441,0.20112,4.21289,0.40042,-0.61695,2.79642,0.13601,0.38062,7.81995,0.01850
1.67079,0.91221,0.42905,0.46352,3.34525,0.92293,-1.20727,2.43305,0.49389,1.45750,5.91971,0.24392
1.17765,1.37991,0.16721,0.24618,5.63119,0.42786,-0.93147,4.25128,0.26065,0.86764,18.07337,0.06794
0.53546,1.46296,0.34284,0.08181,8.93445,0.40460,-0.45365,7.47150,0.06176,0.20580,55.82326,0.00381
1.24515,1.98168,0.15458,0.12747,17.23694,0.37181,-1.11768,15.25526,0.21724,1.24921,232.72298,0.04719
1.53865,1.98688,0.15136,0.39137,35.30015,0.52092,-1.14728,33.31326,0.36956,1.31626,1109.77359,0.13657
0.61913,0.62849,0.45768,0.12408,5.89065,0.53521,-0.49505,5.26217,0.07754,0.24508,27.69040,0.00601
0.60414,1.27859,0.12705,0.14193,3.59907,0.21168,-0.46220,2.32048,0.08463,0.21363,5.38465,0.00716
1.47632,1.29944,0.22973,0.32749,6.70932,0.66860,-1.14883,5.40988,0.43887,1.31981,29.26682,0.19261
1.19781,0.59021,0.32492,1.51936,0.13208,0.11796,0.32155,-0.45814,-0.20696,0.10339,0.20989,0.04283
1.30374,0.64501,0.28015,0.57059,1.08491,0.67013,-0.73315,0.43989,0.38999,0.53751,0.19351,0.15209
1.89077,0.85196,0.25973,0.48149,4.56336,1.06897,-1.40928,3.71139,0.80925,1.98606,13.77444,0.65488
1.43538,0.63369,0.40211,0.43267,3.20403,0.87481,-1.00271,2.57034,0.47271,1.00542,6.60666,0.22345
0.55424,0.95469,0.20525,0.13150,4.70755,0.25840,-0.42274,3.75286,0.05315,0.17871,14.08392,0.00283
1.17080,1.40089,0.30627,0.27329,4.01997,0.58016,-0.89752,2.61908,0.27389,0.80554,6.85959,0.07502
0.81277,1.89589,0.14655,0.11934,10.36362,0.29795,-0.69343,8.46773,0.15141,0.48084,71.70247,0.02292
1.70889,1.68505,0.22187,0.41066,33.64227,0.60724,-1.29823,31.95723,0.38537,1.68540,1021.26444,0.14851
1.01915,1.96342,0.35639,0.16122,9.61807,0.54806,-0.85793,7.65465,0.19167,0.73605,58.59373,0.03674
1.64721,0.76226,0.30103,0.44396,3.12253,0.83157,-1.20325,2.36027,0.53054,1.44781,5.57088,0.28148
0.53872,0.70275,0.48525,0.25000,1.20911,0.54079,-0.28872,0.50636,0.05554,0.08336,0.25640,0.00308
1.25921,1.15927,0.14227,0.23884,5.80433,0.49107,-1.02038,4.64506,0.34881,1.04117,21.57660,0.12167
0.72804,0.59202,0.41230,0.24916,2.05021,0.53011,-0.47888,1.45819,0.11780,0.22933,2.12631,0.01388
